name,bus0,bus1,c_nfkm,cables,frequency,from_relation,i_th_max_a,length,length_m,num_parallel,operator,osm_name,r_ohmkm,ref,s_nom,type,voltage,wires,wkt_srid_4326,x_ohmkm
293,222,221,13.7,6.0,50.0,1637163.0,2.6,26.834,26834.0,1.0,TenneT,Diele (DE) - Meeden (NL),0.025,306,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(6.94948397153705 53.1235378223082,7.31136229105814 53.1257665563186)",0.25
294,34,161,11.5,3.0,50.0,1637164.0,1.3,33.17,33170.0,1.0,TenneT,204 blau,0.08,204,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(8.12264230304551 53.5605160490331,8.05283751634017 53.3338809598955)",0.32
295,211,52,,3.0,50.0,1638847.0,,152.12,152120.0,0.5,Amprion,Kaiserslautern Süd,,,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(7.23579344536789 49.3693923629482,8.3133401659254 49.0090434643525)",
296,215,223,,3.0,50.0,1638848.0,,73.707,73707.0,1.0,Amprion,Weingarten Ltg,,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(8.40826973550855 49.5285689245626,8.27327814618118 49.0293980916396)",
297,224,215,,3.0,50.0,1638849.0,,28.868,28868.0,1.0,Amprion,Roxheim Süd,,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(8.3523338799966 49.4212743386606,8.40826973550855 49.5285689245626)",
298,225,224,,3.0,50.0,1638851.0,,63.539,63539.0,1.0,Amprion,Eisbach Süd,,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.72920197913641 49.4826474297682,8.3523338799966 49.4212743386606)",
299,224,223,,3.0,50.0,1638852.0,,46.981,46981.0,1.0,Amprion,Bienwald West,,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(8.3523338799966 49.4212743386606,8.27327814618118 49.0293980916396)",
300,226,6,5.75,3.0,50.0,1639492.0,0.65,48.552,48552.0,0.5,TenneT,Leitung 2001/2030,0.16,2001/2030,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(9.79733602695253 52.0008392513306,9.91814864613865 52.3799963125719)",0.64
301,7,3,13.7,3.0,50.0,1639494.0,2.6,53.907,53907.0,1.0,TenneT,Leitung 3027,0.025,3027,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(9.91717971972185 52.2781686139394,9.38974509624863 52.0263130660355)",0.25
302,216,227,13.7,3.0,50.0,1641461.0,2.6,114.939,114939.0,1.0,Amprion,Donau Ost,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(9.1907874369222 48.914416873799,10.0821573264928 48.2660901578788)",0.25
303,228,229,,3.0,50.0,1641462.0,,15.95,15950.0,1.0,Amprion,Bergstraße,,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(8.62716125806072 49.5435952670263,8.50180851652818 49.4449115114399)",
304,227,230,13.7,3.0,50.0,1641463.0,2.6,46.07,46070.0,1.0,Amprion,Günzburg Süd,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(10.0821573264928 48.2660901578788,10.391776056934 48.5184609117668)",0.25
305,231,53,27.4,6.0,50.0,1641466.0,5.2,83.096,83096.0,2.0,Amprion,Rheingraben,0.0125,,3422.53239576,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.95805402328778 47.5954722640613,7.75349546540486 48.0993557006259)",0.125
306,232_220kV,233_220kV,,3.0,50.0,1641467.0,,19.756,19756.0,1.0,Amprion,Iller Ltg.,,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(10.0837512706734 48.268867515302,9.88551509756969 48.3040743584705)",
307,234,235,,3.0,50.0,1641471.0,,69.709,69709.0,1.0,Amprion,Gurtweil - Stockach,,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(9.01340238045655 47.8453486310857,8.25192548128222 47.6397698264894)",
308,236_220kV,214,,3.0,50.0,1641472.0,,86.251,86251.0,1.0,Amprion,Nord-Süd-Leitung RWE Hoheneck–Rheinau,,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(9.19675652645089 48.9129634380259,8.5471609252134 49.4405396661002)",
309,227,230,13.7,3.0,50.0,1641474.0,2.6,46.128,46128.0,1.0,Amprion,Günzburg Nord,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(10.0821573264928 48.2660901578788,10.391776056934 48.5184609117668)",0.25
310,233,227,13.7,3.0,50.0,1641476.0,2.6,16.751,16751.0,1.0,Amprion,Donau West,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(9.88551509756969 48.3040743584705,10.0821573264928 48.2660901578788)",0.25
311,237,238,11.5,3.0,,1641479.0,1.3,39.816,39816.0,1.0,Amprion,Heisdorf - Trier Süd,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.13981113770544 49.6686086456422,6.62053556843084 49.7489386710632)",0.32
312,110,198,13.7,3.0,50.0,1703681.0,2.6,2.163,2163.0,1.0,Amprion,Westfalen E,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.99288723332679 51.6837077155955,7.9706568937083 51.6768446667846)",0.25
313,212,100,13.7,3.0,,1641482.0,2.6,45.951,45951.0,1.0,Amprion,Gilzem Ost,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.81368431456473 49.7248340737293,6.47473977006816 49.9224692993999)",0.25
314,100_220kV,239,11.5,3.0,,1641485.0,1.3,26.324,26324.0,1.0,Amprion,Niederstedem Ost,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.47473977006816 49.9224692993999,6.70228540768092 49.8289944201161)",0.32
315,238,100_220kV,11.5,3.0,,1641488.0,1.3,22.939,22939.0,1.0,Amprion,Niederstedem West,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.62053556843084 49.7489386710632,6.47473977006816 49.9224692993999)",0.32
316,213,240,,3.0,50.0,1641698.0,,25.189,25189.0,1.0,Amprion,Marxheim Ost,,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(8.58869049603326 49.8155140579794,8.53151493939883 50.047874332134)",
317,241,242,13.7,3.0,50.0,1641699.0,2.6,56.963,56963.0,1.0,Amprion,Hessen Ost,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(8.4713716330449 50.0972077427754,8.06573796639762 50.4060681118621)",0.25
318,70,241,13.7,3.0,50.0,1641702.0,2.6,18.92,18920.0,1.0,Amprion,Trebur Süd,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(8.38855636787547 49.9823050841271,8.4713716330449 50.0972077427754)",0.25
319,70,241,13.7,3.0,50.0,1641706.0,2.6,44.127,44127.0,1.0,Amprion,Trebur Nord,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(8.38855636787547 49.9823050841271,8.4713716330449 50.0972077427754)",0.25
322,68_220kV,213,,3.0,50.0,1641734.0,,34.375,34375.0,1.0,Amprion,Pfungstadt Ost,,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(8.77244296019056 49.974668665137,8.58869049603326 49.8155140579794)",
323,68_220kV,213,,3.0,50.0,1641735.0,,34.375,34375.0,1.0,Amprion,Kranichstein Ost,,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(8.77244296019056 49.974668665137,8.58869049603326 49.8155140579794)",
324,68,245,13.7,3.0,50.0,1641756.0,2.6,20.861,20861.0,1.0,Amprion,Untermain Nord,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(8.77244296019056 49.974668665137,8.98953614977701 50.0602550608281)",0.25
325,245,246,13.7,3.0,50.0,1641757.0,2.6,4.447,4447.0,1.0,Amprion,Untermain Süd,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(8.98953614977701 50.0602550608281,8.95870856177306 50.0826078105489)",0.25
326,68,246,13.7,3.0,50.0,1641761.0,2.6,23.705,23705.0,1.0,Amprion,Karlstein Süd,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(8.77244296019056 49.974668665137,8.95870856177306 50.0826078105489)",0.25
327,232_220kV,247_220kV,23.0,3.0,50.0,1641774.0,2.6,73.168,73168.0,2.0,Amprion,Füssen West,0.04,,990.733061929,Al/St 240/40 2-bundle 220.0,220000.0,4.0,"SRID=4326;LINESTRING(10.0837512706734 48.268867515302,10.363384232266 47.7383368092793)",0.16
328,247,227,13.7,3.0,50.0,1641775.0,2.6,73.219,73219.0,1.0,Amprion,Vöhringen Ost,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(10.363384232266 47.7383368092793,10.0821573264928 48.2660901578788)",0.25
329,248,208,13.7,3.0,50.0,1659072.0,2.6,5.866,5866.0,1.0,Amprion,Stummhafen 1A,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.46150025901999 51.6146143079042,7.4035444340631 51.644449487967)",0.25
330,112,208,13.7,3.0,50.0,1659073.0,2.6,10.355,10355.0,1.0,Amprion,Mengede Süd,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.35311186939787 51.5758105020818,7.4035444340631 51.644449487967)",0.25
331,167,165_220kV,11.5,3.0,50.0,1685857.0,1.3,25.186,25186.0,1.0,Amprion,Wambel West,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.52228010104186 51.5321980552231,7.70831848872651 51.6762033088437)",0.32
332,165,249,13.7,3.0,50.0,1686082.0,2.6,1.221,1221.0,1.0,Amprion,Gersteinwerk K2,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.70831848872651 51.6762033088437,7.71823231962748 51.6743422007117)",0.25
333,165_220kV,250_220kV,11.5,3.0,50.0,1686885.0,1.3,0.485,485.0,1.0,Amprion,Gersteinwerk F2,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.70831848872651 51.6762033088437,7.71554341949648 51.6736430744508)",0.32
334,165_220kV,251_220kV,11.5,3.0,50.0,1686886.0,1.3,0.487,487.0,1.0,Amprion,Gersteinwerk G2,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.70831848872651 51.6762033088437,7.71459453349968 51.6730996381138)",0.32
335,165_220kV,252_220kV,11.5,3.0,50.0,1686887.0,1.3,0.401,401.0,1.0,Amprion,Gersteinwerk I2,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.70831848872651 51.6762033088437,7.71270093431027 51.672663662233)",0.32
336,110,253,13.7,3.0,50.0,1703456.0,2.6,1.378,1378.0,1.0,Amprion,Lippborg Trafo 412,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.99288723332679 51.6837077155955,7.98122159643085 51.6735262619046)",0.25
337,69_220kV,254,5.75,3.0,50.0,1734958.0,0.65,64.037,64037.0,0.5,Amprion,Windesheim,0.16,,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(8.41937105938048 49.6337356823792,7.79256714933307 49.8105487811028)",0.64
338,128_220kV,255,,3.0,50.0,1735055.0,,73.5,73500.0,1.0,Amprion,Kondelwald,,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.44948529010545 50.4025276621126,6.92013045452502 49.9705818904706)",
339,237,239,11.5,3.0,,1735096.0,1.3,50.055,50055.0,1.0,Amprion,Heisdorf - Quint Nord,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.13981113770544 49.6686086456422,6.70228540768092 49.8289944201161)",0.32
340,256,238,5.75,3.0,,1735138.0,0.65,59.101,59101.0,0.5,Amprion,Saar Nord,0.16,,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(6.75552340556687 49.3648695914696,6.62053556843084 49.7489386710632)",0.64
341,69_220kV,215,11.5,3.0,50.0,1737369.0,1.3,13.164,13164.0,1.0,Amprion,Anilin 3c,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(8.41937105938048 49.6337356823792,8.40826973550855 49.5285689245626)",0.32
342,69_220kV,215,11.5,3.0,50.0,1737370.0,1.3,13.157,13157.0,1.0,Amprion,Anilin 4d,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(8.41937105938048 49.6337356823792,8.40826973550855 49.5285689245626)",0.32
343,69,257,13.7,3.0,50.0,1737371.0,2.6,10.838,10838.0,1.0,Amprion,Biblis 1a,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(8.41937105938048 49.6337356823792,8.41467459584413 49.7091468139245)",0.25
344,69,257,13.7,3.0,50.0,1737372.0,2.6,10.824,10824.0,1.0,Amprion,Biblis 2b,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(8.41937105938048 49.6337356823792,8.41467459584413 49.7091468139245)",0.25
345,69_220kV,225,23.0,3.0,50.0,1737381.0,2.6,66.41,66410.0,2.0,Amprion,Roxheim Nord,0.04,,990.733061929,Al/St 240/40 2-bundle 220.0,220000.0,4.0,"SRID=4326;LINESTRING(8.41937105938048 49.6337356823792,7.72920197913641 49.4826474297682)",0.16
346,258,259,11.5,3.0,50.0,1740850.0,1.3,15.315,15315.0,1.0,TenneT,Leitung 2014,0.08,2,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(9.88280429847019 51.5155074976724,9.85139357253472 51.6491352399809)",0.32
347,260,190,,3.0,50.0,1747957.0,,33.84,33840.0,0.5,,OBJTT-ENGST 380 kV,,,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(8.78579302528601 48.5837674015328,8.87294280487974 48.3100912582216)",
348,260,261,,3.0,50.0,1747958.0,,45.58,45580.0,0.5,EnBW Transportnetze AG,PULVE-OBJTT 380 kV,,,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(8.78579302528601 48.5837674015328,9.0454349679866 48.9029620137561)",
349,262,263,27.4,6.0,,1750798.0,5.2,78.45,78450.0,2.0,,Bürs - Obermooweiler,0.0125,,3422.53239576,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(9.8013171668981 47.6525043240978,9.81091689214732 47.142645296653)",0.125
350,264_220kV,263_220kV,5.75,3.0,,1750800.0,0.65,132.974,132974.0,0.5,,Nord-Süd-Leitung (Abschnitt Bürs-Herbertingen),0.16,,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(9.42551238607291 48.0643507981263,9.81091689214732 47.142645296653)",0.64
351,94_220kV,265,11.5,3.0,50.0,1778832.0,1.3,21.123,21123.0,1.0,Amprion,Bohmte West,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(8.30775689679575 52.3456356447783,8.10495957410199 52.2642613740358)",0.32
352,14,266,23.0,6.0,,1820695.0,2.6,51.446,51446.0,2.0,,,0.04,250;251,990.733061929,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(11.8132328973194 48.2212664654998,12.1301906295374 47.9131654820025)",0.16
353,116,267_220kV,11.5,3.0,50.0,1897790.0,1.3,3.267,3267.0,1.0,Amprion,Norf Ost,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.77252309438106 51.1471054906194,6.8018236570969 51.1247880606241)",0.32
354,116,267_220kV,11.5,3.0,50.0,1897791.0,1.3,2.955,2955.0,1.0,Amprion,Norf West,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.77252309438106 51.1471054906194,6.8018236570969 51.1247880606241)",0.32
355,151,116,11.5,3.0,50.0,1897792.0,1.3,10.958,10958.0,1.0,Amprion,Zons Nord,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.70967369516713 51.0909407427733,6.77252309438106 51.1471054906194)",0.32
356,111,114,13.7,3.0,50.0,1906209.0,2.6,50.867,50867.0,1.0,Amprion,Sauerland Süd,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(8.62480052815036 51.4278883849265,8.21170597594605 51.1779854801194)",0.25
357,77,111,13.7,3.0,50.0,2050530.0,2.6,33.318,33318.0,1.0,Amprion,Twistetal Ost 3,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(8.99279240395088 51.343009397907,8.62480052815036 51.4278883849265)",0.25
358,77,111,13.7,3.0,50.0,2050531.0,2.6,33.322,33322.0,1.0,Amprion,Twistetal West 4,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(8.99279240395088 51.343009397907,8.62480052815036 51.4278883849265)",0.25
359,268,120_220kV,11.5,3.0,50.0,2137096.0,1.3,15.774,15774.0,1.0,Amprion,Siegerland West,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.98506745761923 50.8422254447013,7.86394571365263 50.7682419129404)",0.32
360,269,120,13.7,3.0,50.0,2137098.0,2.6,75.879,75879.0,1.0,Amprion;TenneT,Westerwald Ost 2,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(8.284861778672 50.7590735194915,7.86394571365263 50.7682419129404)",0.25
361,270,271,11.5,3.0,50.0,2140374.0,1.3,1.562,1562.0,1.0,TenneT,,0.08,2021,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.22423842685352 53.3499271468647,7.20605284001418 53.3413192541639)",0.32
362,35,36,11.5,3.0,50.0,2141066.0,1.3,2.641,2641.0,1.0,TenneT,,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(8.08565059715704 53.605834192587,8.06005695814032 53.6202025750861)",0.32
363,272_220kV,273,5.75,3.0,50.0,2143451.0,0.65,39.544,39544.0,0.5,Energinet.dk;TenneT,Kassø (DK) - Flensburg (DE) 220 kV,0.16,,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(9.31819523638713 54.7160494089748,9.27063390877085 55.0370264816237)",0.64
364,272_220kV,274,5.75,3.0,50.0,2143452.0,0.65,35.433,35433.0,0.5,Energinet.dk;TenneT,Flensburg (DE) - Ensted (DK),0.16,,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(9.31819523638713 54.7160494089748,9.43342930362242 55.0187229179606)",0.64
365,128_220kV,275,11.5,3.0,50.0,2147236.0,1.3,5.234,5234.0,1.0,Amprion,Bandstahlwerk Tr201,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.44948529010545 50.4025276621126,7.43348911422107 50.4365195361077)",0.32
366,128,276,13.7,3.0,50.0,2147303.0,2.6,16.953,16953.0,1.0,Amprion,Metternich,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.44948529010545 50.4025276621126,7.59330184856855 50.3859437917469)",0.25
367,34,277,5.75,3.0,50.0,2155389.0,0.65,0.627,627.0,0.5,TenneT,,0.16,,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(8.12264230304551 53.5605160490331,8.12215702005755 53.5658323292485)",0.64
368,34,35,11.5,3.0,50.0,2155415.0,1.3,5.844,5844.0,1.0,TenneT,,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(8.12264230304551 53.5605160490331,8.08565059715704 53.605834192587)",0.32
369,37,39,10.275,3.0,50.0,2188188.0,1.95,37.592,37592.0,0.75,50Hertz,490,0.033333,490,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,11.7273534150745 52.5689469938591)",0.333333
370,20,22,13.7,3.0,50.0,2189200.0,2.6,57.421,57421.0,1.0,,Brunsbüttel - Hamburg/Nord,0.025,H,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(9.98460982000897 53.7411287759659,9.20210420095253 53.8951574100045)",0.25
371,20,21,6.85,3.0,50.0,2189657.0,1.3,31.281,31281.0,0.5,50Hertz,Hamburg/Ost - Hamburg/Nord,0.05,B,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(9.98460982000897 53.7411287759659,10.1575015165126 53.5551316685834)",0.5
372,37_220kV,278,11.5,3.0,50.0,2237835.0,1.3,20.287,20287.0,1.0,50Hertz Transmission,329,0.08,329,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,11.5615074728142 52.1238924527264)",0.32
373,37_220kV,278,11.5,3.0,50.0,2237836.0,1.3,20.29,20290.0,1.0,50Hertz Transmission,330,0.08,330,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,11.5615074728142 52.1238924527264)",0.32
374,37_220kV,42_220kV,11.5,3.0,50.0,2237880.0,1.3,194.536,194536.0,1.0,50Hertz Transmission,332,0.08,332,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,12.1869848227216 53.8157751724384)",0.32
375,37_220kV,42_220kV,11.5,3.0,50.0,2237881.0,1.3,194.59,194590.0,1.0,50Hertz Transmission,331,0.08,331,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,12.1869848227216 53.8157751724384)",0.32
376,177,218,11.5,3.0,50.0,2238161.0,1.3,65.497,65497.0,1.0,50Hertz Transmission,318,0.08,318,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(13.0786421047586 54.2848461697305,12.2135605440795 54.1119998545154)",0.32
377,182,180,11.5,3.0,50.0,2239286.0,1.3,26.206,26206.0,1.0,PSE-O;50Hertz,220kV Krajnik - Vierraden,0.08,508,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(14.4762521006827 53.1967495480613,14.270834670665 53.0962865535819)",0.32
378,279,280,13.7,3.0,50.0,2247028.0,2.6,83.08,83080.0,1.0,50Hertz,572,0.025,572,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,13.3823233828996 51.3559961579888)",0.25
379,279,280,13.7,3.0,50.0,2247029.0,2.6,83.072,83072.0,1.0,50Hertz,571,0.025,571,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,13.3823233828996 51.3559961579888)",0.25
380,279_220kV,281_220kV,17.25,3.0,50.0,2247304.0,1.95,98.493,98493.0,1.5,50Hertz Transmission,207,0.053333,207,743.049796447,Al/St 240/40 2-bundle 220.0,220000.0,3.0,"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,12.0449825161601 50.7812567340735)",0.213333
381,279_220kV,282_220kV,,3.0,50.0,2247305.0,,51.665,51665.0,1.0,50Hertz Transmission,203,,203,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,12.5182220968156 51.1570725850832)",
382,282_220kV,281_220kV,11.5,3.0,50.0,2247306.0,1.3,67.674,67674.0,1.0,50Hertz Transmission,208,0.08,208,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(12.5182220968156 51.1570725850832,12.0449825161601 50.7812567340735)",0.32
383,279,78,,3.0,50.0,2247333.0,,103.557,103557.0,0.5,50Hertz Transmission,Remptendorf - Röhrsdorf,,474,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,11.6463786274424 50.534876971042)",
384,279,281,,3.0,50.0,2247334.0,,61.777,61777.0,0.5,50Hertz Transmission,Weida - Röhrsdorf,,575,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,12.0449825161601 50.7812567340735)",
385,78,281,,3.0,50.0,2247335.0,,45.665,45665.0,0.5,50Hertz Transmission,Remptendorf - Weida,,573,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(11.6463786274424 50.534876971042,12.0449825161601 50.7812567340735)",
386,283,284,13.7,3.0,50.0,2252482.0,2.6,13.388,13388.0,1.0,TenneT,,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(8.48009523461158 50.5909204313802,8.65659923594081 50.6055491256016)",0.25
387,285,161,5.75,3.0,50.0,2277544.0,0.65,55.571,55571.0,0.5,TenneT,,0.16,206,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(8.08162670615254 52.858637484526,8.05283751634017 53.3338809598955)",0.64
388,285,161,5.75,3.0,50.0,2277545.0,0.65,55.571,55571.0,0.5,TenneT,,0.16,206,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(8.08162670615254 52.858637484526,8.05283751634017 53.3338809598955)",0.64
