name,bus,sign,control,p_min_pu_fixed,capital_cost,p_nom_extendable,dispatch,p_nom_max,p_nom,p_nom_opt,p_nom_min,p_max_pu_fixed,efficiency,source,marginal_cost,obj
449 Wind Onshore,449,1.0,PQ,0.0,0.0,False,variable,,0.970498177105,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 449 Wind Onshore
450 Wind Onshore,450,1.0,PQ,0.0,0.0,False,variable,,0.64461242878,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 450 Wind Onshore
451 Wind Onshore,451,1.0,PQ,0.0,0.0,False,variable,,0.993755541937,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 451 Wind Onshore
452 Wind Onshore,452,1.0,PQ,0.0,0.0,False,variable,,128.400038245,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 452 Wind Onshore
453 Wind Onshore,453,1.0,PQ,0.0,0.0,False,variable,,99.6799006973,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 453 Wind Onshore
454 Wind Onshore,454,1.0,PQ,0.0,0.0,False,variable,,3.21057376656,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 454 Wind Onshore
455 Wind Onshore,455,1.0,PQ,0.0,0.0,False,variable,,0.113892545767,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 455 Wind Onshore
456 Wind Onshore,456,1.0,PQ,0.0,0.0,False,variable,,0.668096166998,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 456 Wind Onshore
457 Wind Onshore,457,1.0,PQ,0.0,0.0,False,variable,,3.32844346928,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 457 Wind Onshore
458 Wind Onshore,458,1.0,PQ,0.0,0.0,False,variable,,0.00422385717708,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 458 Wind Onshore
459 Wind Onshore,459,1.0,PQ,0.0,0.0,False,variable,,0.695013282998,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 459 Wind Onshore
460 Wind Onshore,460,1.0,PQ,0.0,0.0,False,variable,,0.166308100657,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 460 Wind Onshore
461 Wind Onshore,461,1.0,PQ,0.0,0.0,False,variable,,3.59367543707,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 461 Wind Onshore
462 Wind Onshore,462,1.0,PQ,0.0,0.0,False,variable,,0.516811791846,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 462 Wind Onshore
463 Wind Onshore,463,1.0,PQ,0.0,0.0,False,variable,,18.9935233992,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 463 Wind Onshore
464 Wind Onshore,464,1.0,PQ,0.0,0.0,False,variable,,1.27889070314,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 464 Wind Onshore
465 Wind Onshore,465,1.0,PQ,0.0,0.0,False,variable,,1.0457751541,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 465 Wind Onshore
466 Wind Onshore,466,1.0,PQ,0.0,0.0,False,variable,,0.0662080217804,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 466 Wind Onshore
467 Wind Onshore,467,1.0,PQ,0.0,0.0,False,variable,,0.0172657559098,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 467 Wind Onshore
468 Wind Onshore,468,1.0,PQ,0.0,0.0,False,variable,,24.066092581,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 468 Wind Onshore
469 Wind Onshore,469,1.0,PQ,0.0,0.0,False,variable,,2.61863066606,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 469 Wind Onshore
470 Wind Onshore,470,1.0,PQ,0.0,0.0,False,variable,,17.5294321434,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 470 Wind Onshore
471 Wind Onshore,471,1.0,PQ,0.0,0.0,False,variable,,1.25560054614,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 471 Wind Onshore
472 Wind Onshore,472,1.0,PQ,0.0,0.0,False,variable,,87.1787301723,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 472 Wind Onshore
473 Wind Onshore,473,1.0,PQ,0.0,0.0,False,variable,,26.0465873516,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 473 Wind Onshore
474 Wind Onshore,474,1.0,PQ,0.0,0.0,False,variable,,109.466055653,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 474 Wind Onshore
475 Wind Onshore,475,1.0,PQ,0.0,0.0,False,variable,,125.496759594,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 475 Wind Onshore
476 Wind Onshore,476,1.0,PQ,0.0,0.0,False,variable,,28.4598098431,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 476 Wind Onshore
477 Wind Onshore,477,1.0,PQ,0.0,0.0,False,variable,,10.1525805024,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 477 Wind Onshore
478 Wind Onshore,478,1.0,PQ,0.0,0.0,False,variable,,0.205146857258,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 478 Wind Onshore
479 Wind Onshore,479,1.0,PQ,0.0,0.0,False,variable,,40.8380328355,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 479 Wind Onshore
480 Wind Onshore,480,1.0,PQ,0.0,0.0,False,variable,,11.9550296649,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 480 Wind Onshore
481 Wind Onshore,481,1.0,PQ,0.0,0.0,False,variable,,36.8538052139,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 481 Wind Onshore
482 Wind Onshore,482,1.0,PQ,0.0,0.0,False,variable,,38.7051709312,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 482 Wind Onshore
483 Wind Onshore,483,1.0,PQ,0.0,0.0,False,variable,,5.90749544399,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 483 Wind Onshore
484 Wind Onshore,484,1.0,PQ,0.0,0.0,False,variable,,5.6567662917,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 484 Wind Onshore
485 Wind Onshore,485,1.0,PQ,0.0,0.0,False,variable,,25.7928587657,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 485 Wind Onshore
486 Wind Onshore,486,1.0,PQ,0.0,0.0,False,variable,,7.38721218029,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 486 Wind Onshore
487 Wind Onshore,487,1.0,PQ,0.0,0.0,False,variable,,7.90846807623,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 487 Wind Onshore
489 Wind Onshore,489,1.0,PQ,0.0,0.0,False,variable,,83.4764916882,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 489 Wind Onshore
490 Wind Onshore,490,1.0,PQ,0.0,0.0,False,variable,,31.5436523699,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 490 Wind Onshore
491 Wind Onshore,491,1.0,PQ,0.0,0.0,False,variable,,1.34979278858,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 491 Wind Onshore
492 Wind Onshore,492,1.0,PQ,0.0,0.0,False,variable,,6.93960205806,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 492 Wind Onshore
493 Wind Onshore,493,1.0,PQ,0.0,0.0,False,variable,,4.61082629168,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 493 Wind Onshore
494 Wind Onshore,494,1.0,PQ,0.0,0.0,False,variable,,1.93020439783,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 494 Wind Onshore
495 Wind Onshore,495,1.0,PQ,0.0,0.0,False,variable,,178.151788945,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 495 Wind Onshore
2_220kV Wind Onshore,2_220kV,1.0,PQ,0.0,0.0,False,variable,,9.62892326601,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 2_220kV Wind Onshore
5_220kV Wind Onshore,5_220kV,1.0,PQ,0.0,0.0,False,variable,,29.2264799766,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 5_220kV Wind Onshore
10_220kV Wind Onshore,10_220kV,1.0,PQ,0.0,0.0,False,variable,,28.8703319519,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 10_220kV Wind Onshore
12_220kV Wind Onshore,12_220kV,1.0,PQ,0.0,0.0,False,variable,,247.75549793,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 12_220kV Wind Onshore
13_220kV Wind Onshore,13_220kV,1.0,PQ,0.0,0.0,False,variable,,4.29243458289,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 13_220kV Wind Onshore
15_220kV Wind Onshore,15_220kV,1.0,PQ,0.0,0.0,False,variable,,0.0121073488246,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 15_220kV Wind Onshore
18_220kV Wind Onshore,18_220kV,1.0,PQ,0.0,0.0,False,variable,,136.273834313,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 18_220kV Wind Onshore
20_220kV Wind Onshore,20_220kV,1.0,PQ,0.0,0.0,False,variable,,5.73435075491,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 20_220kV Wind Onshore
22_220kV Wind Onshore,22_220kV,1.0,PQ,0.0,0.0,False,variable,,66.028032755,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 22_220kV Wind Onshore
26_220kV Wind Onshore,26_220kV,1.0,PQ,0.0,0.0,False,variable,,20.3750263979,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 26_220kV Wind Onshore
30_220kV Wind Onshore,30_220kV,1.0,PQ,0.0,0.0,False,variable,,31.8729268081,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 30_220kV Wind Onshore
32_220kV Wind Onshore,32_220kV,1.0,PQ,0.0,0.0,False,variable,,74.4915422642,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 32_220kV Wind Onshore
37_220kV Wind Onshore,37_220kV,1.0,PQ,0.0,0.0,False,variable,,166.686549264,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 37_220kV Wind Onshore
42_220kV Wind Onshore,42_220kV,1.0,PQ,0.0,0.0,False,variable,,83.8271213821,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 42_220kV Wind Onshore
46_220kV Wind Onshore,46_220kV,1.0,PQ,0.0,0.0,False,variable,,0.138602227838,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 46_220kV Wind Onshore
52_220kV Wind Onshore,52_220kV,1.0,PQ,0.0,0.0,False,variable,,0.137413198675,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 52_220kV Wind Onshore
61_220kV Wind Onshore,61_220kV,1.0,PQ,0.0,0.0,False,variable,,37.9484517902,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 61_220kV Wind Onshore
68_220kV Wind Onshore,68_220kV,1.0,PQ,0.0,0.0,False,variable,,4.74540500429,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 68_220kV Wind Onshore
69_220kV Wind Onshore,69_220kV,1.0,PQ,0.0,0.0,False,variable,,5.73900923971,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 69_220kV Wind Onshore
74_220kV Wind Onshore,74_220kV,1.0,PQ,0.0,0.0,False,variable,,300.56831653,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 74_220kV Wind Onshore
78_220kV Wind Onshore,78_220kV,1.0,PQ,0.0,0.0,False,variable,,70.6154434449,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 78_220kV Wind Onshore
86_220kV Wind Onshore,86_220kV,1.0,PQ,0.0,0.0,False,variable,,3.09507901045,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 86_220kV Wind Onshore
87_220kV Wind Onshore,87_220kV,1.0,PQ,0.0,0.0,False,variable,,51.9887181244,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 87_220kV Wind Onshore
94_220kV Wind Onshore,94_220kV,1.0,PQ,0.0,0.0,False,variable,,34.944413375,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 94_220kV Wind Onshore
95_220kV Wind Onshore,95_220kV,1.0,PQ,0.0,0.0,False,variable,,38.7986521134,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 95_220kV Wind Onshore
99_220kV Wind Onshore,99_220kV,1.0,PQ,0.0,0.0,False,variable,,51.7668217342,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 99_220kV Wind Onshore
100_220kV Wind Onshore,100_220kV,1.0,PQ,0.0,0.0,False,variable,,86.8834686959,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 100_220kV Wind Onshore
104_220kV Wind Onshore,104_220kV,1.0,PQ,0.0,0.0,False,variable,,0.368157221838,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 104_220kV Wind Onshore
105_220kV Wind Onshore,105_220kV,1.0,PQ,0.0,0.0,False,variable,,31.9792091529,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 105_220kV Wind Onshore
106_220kV Wind Onshore,106_220kV,1.0,PQ,0.0,0.0,False,variable,,0.480579238007,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 106_220kV Wind Onshore
107_220kV Wind Onshore,107_220kV,1.0,PQ,0.0,0.0,False,variable,,0.165852128645,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 107_220kV Wind Onshore
117_220kV Wind Onshore,117_220kV,1.0,PQ,0.0,0.0,False,variable,,1.87723480434,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 117_220kV Wind Onshore
120_220kV Wind Onshore,120_220kV,1.0,PQ,0.0,0.0,False,variable,,28.5836732595,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 120_220kV Wind Onshore
123_220kV Wind Onshore,123_220kV,1.0,PQ,0.0,0.0,False,variable,,4.02403752855,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 123_220kV Wind Onshore
124_220kV Wind Onshore,124_220kV,1.0,PQ,0.0,0.0,False,variable,,1.73724558901,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 124_220kV Wind Onshore
125_220kV Wind Onshore,125_220kV,1.0,PQ,0.0,0.0,False,variable,,0.35019496299,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 125_220kV Wind Onshore
128_220kV Wind Onshore,128_220kV,1.0,PQ,0.0,0.0,False,variable,,42.7691539625,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 128_220kV Wind Onshore
138_220kV Wind Onshore,138_220kV,1.0,PQ,0.0,0.0,False,variable,,0.908749098278,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 138_220kV Wind Onshore
157_220kV Wind Onshore,157_220kV,1.0,PQ,0.0,0.0,False,variable,,22.2920568446,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 157_220kV Wind Onshore
159_220kV Wind Onshore,159_220kV,1.0,PQ,0.0,0.0,False,variable,,40.2105622844,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 159_220kV Wind Onshore
160_220kV Wind Onshore,160_220kV,1.0,PQ,0.0,0.0,False,variable,,130.925223281,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 160_220kV Wind Onshore
165_220kV Wind Onshore,165_220kV,1.0,PQ,0.0,0.0,False,variable,,2.74415239126,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 165_220kV Wind Onshore
184_220kV Wind Onshore,184_220kV,1.0,PQ,0.0,0.0,False,variable,,2.53851680885,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 184_220kV Wind Onshore
201_220kV Wind Onshore,201_220kV,1.0,PQ,0.0,0.0,False,variable,,171.140294458,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 201_220kV Wind Onshore
220_220kV Wind Onshore,220_220kV,1.0,PQ,0.0,0.0,False,variable,,11.0344025955,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 220_220kV Wind Onshore
231_220kV Wind Onshore,231_220kV,1.0,PQ,0.0,0.0,False,variable,,0.00425797799652,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 231_220kV Wind Onshore
232_220kV Wind Onshore,232_220kV,1.0,PQ,0.0,0.0,False,variable,,1.49701285377,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 232_220kV Wind Onshore
233_220kV Wind Onshore,233_220kV,1.0,PQ,0.0,0.0,False,variable,,13.5822503213,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 233_220kV Wind Onshore
247_220kV Wind Onshore,247_220kV,1.0,PQ,0.0,0.0,False,variable,,9.37112852193,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 247_220kV Wind Onshore
248_220kV Wind Onshore,248_220kV,1.0,PQ,0.0,0.0,False,variable,,3.44040044891,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 248_220kV Wind Onshore
261_220kV Wind Onshore,261_220kV,1.0,PQ,0.0,0.0,False,variable,,0.230338046619,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 261_220kV Wind Onshore
264_220kV Wind Onshore,264_220kV,1.0,PQ,0.0,0.0,False,variable,,2.34775437688,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 264_220kV Wind Onshore
272_220kV Wind Onshore,272_220kV,1.0,PQ,0.0,0.0,False,variable,,76.4565133051,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 272_220kV Wind Onshore
279_220kV Wind Onshore,279_220kV,1.0,PQ,0.0,0.0,False,variable,,34.5222621992,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 279_220kV Wind Onshore
281_220kV Wind Onshore,281_220kV,1.0,PQ,0.0,0.0,False,variable,,40.5145677485,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 281_220kV Wind Onshore
282_220kV Wind Onshore,282_220kV,1.0,PQ,0.0,0.0,False,variable,,58.5341120747,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 282_220kV Wind Onshore
292_220kV Wind Onshore,292_220kV,1.0,PQ,0.0,0.0,False,variable,,182.049539948,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 292_220kV Wind Onshore
303_220kV Wind Onshore,303_220kV,1.0,PQ,0.0,0.0,False,variable,,28.984458104,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 303_220kV Wind Onshore
307_220kV Wind Onshore,307_220kV,1.0,PQ,0.0,0.0,False,variable,,6.73712615757e-05,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 307_220kV Wind Onshore
308_220kV Wind Onshore,308_220kV,1.0,PQ,0.0,0.0,False,variable,,57.3607651242,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 308_220kV Wind Onshore
312_220kV Wind Onshore,312_220kV,1.0,PQ,0.0,0.0,False,variable,,57.1394597121,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 312_220kV Wind Onshore
315_220kV Wind Onshore,315_220kV,1.0,PQ,0.0,0.0,False,variable,,1.16611648113,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 315_220kV Wind Onshore
332_220kV Wind Onshore,332_220kV,1.0,PQ,0.0,0.0,False,variable,,0.0172131915375,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 332_220kV Wind Onshore
334_220kV Wind Onshore,334_220kV,1.0,PQ,0.0,0.0,False,variable,,31.2103345202,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 334_220kV Wind Onshore
336_220kV Wind Onshore,336_220kV,1.0,PQ,0.0,0.0,False,variable,,112.954139582,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 336_220kV Wind Onshore
338_220kV Wind Onshore,338_220kV,1.0,PQ,0.0,0.0,False,variable,,1.54321954768,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 338_220kV Wind Onshore
353_220kV Wind Onshore,353_220kV,1.0,PQ,0.0,0.0,False,variable,,7.32529529029,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 353_220kV Wind Onshore
360_220kV Wind Onshore,360_220kV,1.0,PQ,0.0,0.0,False,variable,,0.238467820508,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 360_220kV Wind Onshore
362_220kV Wind Onshore,362_220kV,1.0,PQ,0.0,0.0,False,variable,,0.00245577848574,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 362_220kV Wind Onshore
382_220kV Wind Onshore,382_220kV,1.0,PQ,0.0,0.0,False,variable,,0.626490896658,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 382_220kV Wind Onshore
384_220kV Wind Onshore,384_220kV,1.0,PQ,0.0,0.0,False,variable,,36.4661998792,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 384_220kV Wind Onshore
385_220kV Wind Onshore,385_220kV,1.0,PQ,0.0,0.0,False,variable,,48.7888423505,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 385_220kV Wind Onshore
403_220kV Wind Onshore,403_220kV,1.0,PQ,0.0,0.0,False,variable,,0.0989155855099,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 403_220kV Wind Onshore
404_220kV Wind Onshore,404_220kV,1.0,PQ,0.0,0.0,False,variable,,0.00199541568714,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 404_220kV Wind Onshore
421_220kV Wind Onshore,421_220kV,1.0,PQ,0.0,0.0,False,variable,,2.29932092166,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 421_220kV Wind Onshore
450_220kV Wind Onshore,450_220kV,1.0,PQ,0.0,0.0,False,variable,,0.0864742902902,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 450_220kV Wind Onshore
1 Solar,1,1.0,PQ,0.0,0.0,False,variable,,71.2186028982,0.0,0.0,1.0,1.0,Solar,0.0,Generator 1 Solar
2 Solar,2,1.0,PQ,0.0,0.0,False,variable,,6.21340370335,0.0,0.0,1.0,1.0,Solar,0.0,Generator 2 Solar
3 Solar,3,1.0,PQ,0.0,0.0,False,variable,,27.7285479957,0.0,0.0,1.0,1.0,Solar,0.0,Generator 3 Solar
4 Solar,4,1.0,PQ,0.0,0.0,False,variable,,35.8482751849,0.0,0.0,1.0,1.0,Solar,0.0,Generator 4 Solar
5 Solar,5,1.0,PQ,0.0,0.0,False,variable,,8.60117538055,0.0,0.0,1.0,1.0,Solar,0.0,Generator 5 Solar
6 Solar,6,1.0,PQ,0.0,0.0,False,variable,,18.7438286264,0.0,0.0,1.0,1.0,Solar,0.0,Generator 6 Solar
7 Solar,7,1.0,PQ,0.0,0.0,False,variable,,24.1397840342,0.0,0.0,1.0,1.0,Solar,0.0,Generator 7 Solar
8 Solar,8,1.0,PQ,0.0,0.0,False,variable,,60.007448792,0.0,0.0,1.0,1.0,Solar,0.0,Generator 8 Solar
9 Solar,9,1.0,PQ,0.0,0.0,False,variable,,36.8089985667,0.0,0.0,1.0,1.0,Solar,0.0,Generator 9 Solar
10 Solar,10,1.0,PQ,0.0,0.0,False,variable,,108.087864586,0.0,0.0,1.0,1.0,Solar,0.0,Generator 10 Solar
11 Solar,11,1.0,PQ,0.0,0.0,False,variable,,80.4025346867,0.0,0.0,1.0,1.0,Solar,0.0,Generator 11 Solar
12 Solar,12,1.0,PQ,0.0,0.0,False,variable,,33.4020796627,0.0,0.0,1.0,1.0,Solar,0.0,Generator 12 Solar
13 Solar,13,1.0,PQ,0.0,0.0,False,variable,,111.295486026,0.0,0.0,1.0,1.0,Solar,0.0,Generator 13 Solar
14 Solar,14,1.0,PQ,0.0,0.0,False,variable,,38.1484856372,0.0,0.0,1.0,1.0,Solar,0.0,Generator 14 Solar
15 Solar,15,1.0,PQ,0.0,0.0,False,variable,,21.4980838479,0.0,0.0,1.0,1.0,Solar,0.0,Generator 15 Solar
16 Solar,16,1.0,PQ,0.0,0.0,False,variable,,78.9481676917,0.0,0.0,1.0,1.0,Solar,0.0,Generator 16 Solar
17 Solar,17,1.0,PQ,0.0,0.0,False,variable,,71.8115260821,0.0,0.0,1.0,1.0,Solar,0.0,Generator 17 Solar
18 Solar,18,1.0,PQ,0.0,0.0,False,variable,,25.6698984917,0.0,0.0,1.0,1.0,Solar,0.0,Generator 18 Solar
19 Solar,19,1.0,PQ,0.0,0.0,False,variable,,172.358685408,0.0,0.0,1.0,1.0,Solar,0.0,Generator 19 Solar
20 Solar,20,1.0,PQ,0.0,0.0,False,variable,,4.21061112876,0.0,0.0,1.0,1.0,Solar,0.0,Generator 20 Solar
21 Solar,21,1.0,PQ,0.0,0.0,False,variable,,32.9827936885,0.0,0.0,1.0,1.0,Solar,0.0,Generator 21 Solar
22 Solar,22,1.0,PQ,0.0,0.0,False,variable,,181.202333191,0.0,0.0,1.0,1.0,Solar,0.0,Generator 22 Solar
23 Solar,23,1.0,PQ,0.0,0.0,False,variable,,32.9090917237,0.0,0.0,1.0,1.0,Solar,0.0,Generator 23 Solar
24 Solar,24,1.0,PQ,0.0,0.0,False,variable,,59.2930722261,0.0,0.0,1.0,1.0,Solar,0.0,Generator 24 Solar
25 Solar,25,1.0,PQ,0.0,0.0,False,variable,,26.6082727379,0.0,0.0,1.0,1.0,Solar,0.0,Generator 25 Solar
26 Solar,26,1.0,PQ,0.0,0.0,False,variable,,13.5878544781,0.0,0.0,1.0,1.0,Solar,0.0,Generator 26 Solar
27 Solar,27,1.0,PQ,0.0,0.0,False,variable,,7.59415034198,0.0,0.0,1.0,1.0,Solar,0.0,Generator 27 Solar
28 Solar,28,1.0,PQ,0.0,0.0,False,variable,,35.1434243784,0.0,0.0,1.0,1.0,Solar,0.0,Generator 28 Solar
29 Solar,29,1.0,PQ,0.0,0.0,False,variable,,93.3744415819,0.0,0.0,1.0,1.0,Solar,0.0,Generator 29 Solar
30 Solar,30,1.0,PQ,0.0,0.0,False,variable,,16.7238613767,0.0,0.0,1.0,1.0,Solar,0.0,Generator 30 Solar
31 Solar,31,1.0,PQ,0.0,0.0,False,variable,,114.573505051,0.0,0.0,1.0,1.0,Solar,0.0,Generator 31 Solar
32 Solar,32,1.0,PQ,0.0,0.0,False,variable,,72.0329807611,0.0,0.0,1.0,1.0,Solar,0.0,Generator 32 Solar
33 Solar,33,1.0,PQ,0.0,0.0,False,variable,,180.96549044,0.0,0.0,1.0,1.0,Solar,0.0,Generator 33 Solar
34 Solar,34,1.0,PQ,0.0,0.0,False,variable,,3.74544087412,0.0,0.0,1.0,1.0,Solar,0.0,Generator 34 Solar
35 Solar,35,1.0,PQ,0.0,0.0,False,variable,,3.08471401871,0.0,0.0,1.0,1.0,Solar,0.0,Generator 35 Solar
36 Solar,36,1.0,PQ,0.0,0.0,False,variable,,46.6832460696,0.0,0.0,1.0,1.0,Solar,0.0,Generator 36 Solar
37 Solar,37,1.0,PQ,0.0,0.0,False,variable,,38.4973020365,0.0,0.0,1.0,1.0,Solar,0.0,Generator 37 Solar
38 Solar,38,1.0,PQ,0.0,0.0,False,variable,,6.13187664264,0.0,0.0,1.0,1.0,Solar,0.0,Generator 38 Solar
39 Solar,39,1.0,PQ,0.0,0.0,False,variable,,111.737837083,0.0,0.0,1.0,1.0,Solar,0.0,Generator 39 Solar
40 Solar,40,1.0,PQ,0.0,0.0,False,variable,,136.261915398,0.0,0.0,1.0,1.0,Solar,0.0,Generator 40 Solar
41 Solar,41,1.0,PQ,0.0,0.0,False,variable,,238.6605308,0.0,0.0,1.0,1.0,Solar,0.0,Generator 41 Solar
42 Solar,42,1.0,PQ,0.0,0.0,False,variable,,18.2886311114,0.0,0.0,1.0,1.0,Solar,0.0,Generator 42 Solar
