,VIC,VIC,SA,SA,NSW,NSW
2011-03-11 08:00:00,0.222,0.1,0.117,0.21,0.037,0.071
2011-03-11 09:00:00,0.237,0.0,0.16,0.042,0.053,0.0
2011-03-11 10:00:00,0.24,0.0,0.225,0.0,0.08,0.0
2011-03-11 11:00:00,0.258,0.0,0.288,0.0,0.104,0.0
2011-03-11 12:00:00,0.256,0.0,0.32,0.0,0.125,0.0
2011-03-11 13:00:00,0.248,0.0,0.336,0.0,0.137,0.0
2011-03-11 14:00:00,0.225,0.0,0.326,0.0,0.142,0.0
2011-03-11 15:00:00,0.2,0.0,0.31,0.0,0.146,0.0
2011-03-11 16:00:00,0.168,0.0,0.282,0.0,0.145,0.0
2011-03-11 17:00:00,0.139,0.0,0.252,0.0,0.142,0.0
2011-03-11 18:00:00,0.126,0.0,0.221,0.0,0.139,0.0
2011-03-11 19:00:00,0.122,0.0,0.195,0.0,0.143,0.0
2011-03-11 20:00:00,0.122,0.0,0.175,0.0,0.148,0.0
2011-03-11 21:00:00,0.123,0.009,0.163,0.0,0.149,0.015
2011-03-11 22:00:00,0.093,0.113,0.137,0.049,0.092,0.132
2011-03-11 23:00:00,0.073,0.269,0.088,0.211,0.078,0.295
2011-03-12 00:00:00,0.073,0.388,0.085,0.379,0.087,0.421
2011-03-12 01:00:00,0.071,0.464,0.088,0.511,0.082,0.509
2011-03-12 02:00:00,0.067,0.506,0.103,0.573,0.074,0.568
2011-03-12 03:00:00,0.059,0.539,0.126,0.588,0.071,0.568
2011-03-12 04:00:00,0.051,0.511,0.155,0.57,0.073,0.518
2011-03-12 05:00:00,0.048,0.439,0.193,0.502,0.074,0.461
2011-03-12 06:00:00,0.047,0.364,0.231,0.432,0.072,0.362
2011-03-12 07:00:00,0.05,0.261,0.278,0.318,0.066,0.224
2011-03-12 08:00:00,0.057,0.106,0.316,0.183,0.066,0.083
2011-03-12 09:00:00,0.071,0.0,0.348,0.034,0.086,0.0
2011-03-12 10:00:00,0.095,0.0,0.385,0.0,0.102,0.0
2011-03-12 11:00:00,0.102,0.0,0.433,0.0,0.143,0.0
2011-03-12 12:00:00,0.104,0.0,0.458,0.0,0.179,0.0
2011-03-12 13:00:00,0.102,0.0,0.453,0.0,0.205,0.0
2011-03-12 14:00:00,0.097,0.0,0.421,0.0,0.22,0.0
2011-03-12 15:00:00,0.088,0.0,0.389,0.0,0.224,0.0
2011-03-12 16:00:00,0.078,0.0,0.349,0.0,0.216,0.0
2011-03-12 17:00:00,0.07,0.0,0.316,0.0,0.208,0.0
2011-03-12 18:00:00,0.065,0.0,0.291,0.0,0.2,0.0
2011-03-12 19:00:00,0.066,0.0,0.291,0.0,0.203,0.0
2011-03-12 20:00:00,0.07,0.0,0.306,0.0,0.199,0.0
2011-03-12 21:00:00,0.079,0.008,0.335,0.0,0.187,0.02
2011-03-12 22:00:00,0.113,0.097,0.328,0.044,0.134,0.15
2011-03-12 23:00:00,0.121,0.237,0.322,0.183,0.102,0.322
2011-03-13 00:00:00,0.141,0.374,0.346,0.323,0.106,0.472
2011-03-13 01:00:00,0.16,0.476,0.367,0.438,0.093,0.557
2011-03-13 02:00:00,0.171,0.546,0.381,0.523,0.079,0.608
2011-03-13 03:00:00,0.175,0.538,0.405,0.552,0.072,0.616
2011-03-13 04:00:00,0.203,0.531,0.437,0.545,0.071,0.582
2011-03-13 05:00:00,0.214,0.483,0.48,0.498,0.073,0.503
2011-03-13 06:00:00,0.235,0.373,0.525,0.396,0.072,0.377
2011-03-13 07:00:00,0.256,0.208,0.566,0.274,0.07,0.245
2011-03-13 08:00:00,0.269,0.071,0.59,0.147,0.069,0.07
2011-03-13 09:00:00,0.311,0.0,0.607,0.023,0.085,0.0
2011-03-13 10:00:00,0.344,0.0,0.592,0.0,0.115,0.0
2011-03-13 11:00:00,0.374,0.0,0.617,0.0,0.13,0.0
2011-03-13 12:00:00,0.379,0.0,0.632,0.0,0.143,0.0
2011-03-13 13:00:00,0.381,0.0,0.627,0.0,0.166,0.0
2011-03-13 14:00:00,0.378,0.0,0.609,0.0,0.185,0.0
2011-03-13 15:00:00,0.356,0.0,0.593,0.0,0.194,0.0
2011-03-13 16:00:00,0.324,0.0,0.58,0.0,0.194,0.0
2011-03-13 17:00:00,0.301,0.0,0.57,0.0,0.189,0.0
2011-03-13 18:00:00,0.282,0.0,0.564,0.0,0.188,0.0
2011-03-13 19:00:00,0.271,0.0,0.556,0.0,0.183,0.0
2011-03-13 20:00:00,0.261,0.0,0.552,0.0,0.177,0.0
2011-03-13 21:00:00,0.25,0.005,0.542,0.0,0.159,0.017
2011-03-13 22:00:00,0.194,0.104,0.483,0.037,0.123,0.129
2011-03-13 23:00:00,0.173,0.27,0.444,0.162,0.09,0.28
2011-03-14 00:00:00,0.15,0.431,0.432,0.302,0.081,0.428
2011-03-14 01:00:00,0.121,0.551,0.4,0.418,0.073,0.511
2011-03-14 02:00:00,0.111,0.638,0.363,0.493,0.074,0.565
2011-03-14 03:00:00,0.113,0.657,0.336,0.529,0.081,0.584
2011-03-14 04:00:00,0.125,0.638,0.32,0.528,0.089,0.553
2011-03-14 05:00:00,0.141,0.563,0.325,0.47,0.098,0.468
2011-03-14 06:00:00,0.16,0.46,0.342,0.38,0.116,0.355
2011-03-14 07:00:00,0.186,0.309,0.364,0.296,0.136,0.209
2011-03-14 08:00:00,0.22,0.13,0.388,0.158,0.17,0.071
2011-03-14 09:00:00,0.281,0.0,0.417,0.021,0.235,0.0
2011-03-14 10:00:00,0.314,0.0,0.449,0.0,0.281,0.0
2011-03-14 11:00:00,0.329,0.0,0.486,0.0,0.336,0.0
2011-03-14 12:00:00,0.318,0.0,0.504,0.0,0.361,0.0
2011-03-14 13:00:00,0.3,0.0,0.504,0.0,0.365,0.0
2011-03-14 14:00:00,0.281,0.0,0.486,0.0,0.348,0.0
2011-03-14 15:00:00,0.261,0.0,0.452,0.0,0.321,0.0
2011-03-14 16:00:00,0.238,0.0,0.414,0.0,0.283,0.0
2011-03-14 17:00:00,0.215,0.0,0.371,0.0,0.246,0.0
2011-03-14 18:00:00,0.194,0.0,0.347,0.0,0.213,0.0
2011-03-14 19:00:00,0.173,0.0,0.324,0.0,0.188,0.0
2011-03-14 20:00:00,0.154,0.0,0.32,0.0,0.165,0.0
2011-03-14 21:00:00,0.131,0.008,0.316,0.0,0.145,0.014
2011-03-14 22:00:00,0.101,0.12,0.296,0.039,0.076,0.13
2011-03-14 23:00:00,0.072,0.286,0.264,0.161,0.054,0.29
2011-03-15 00:00:00,0.054,0.426,0.257,0.29,0.039,0.436
2011-03-15 01:00:00,0.041,0.531,0.259,0.407,0.025,0.529
2011-03-15 02:00:00,0.038,0.574,0.251,0.476,0.019,0.586
2011-03-15 03:00:00,0.043,0.568,0.246,0.515,0.017,0.591
2011-03-15 04:00:00,0.053,0.543,0.243,0.512,0.017,0.55
2011-03-15 05:00:00,0.077,0.487,0.25,0.448,0.02,0.481
2011-03-15 06:00:00,0.116,0.38,0.273,0.368,0.022,0.356
2011-03-15 07:00:00,0.161,0.267,0.31,0.255,0.025,0.233
2011-03-15 08:00:00,0.199,0.105,0.362,0.132,0.038,0.079
2011-03-15 09:00:00,0.24,0.0,0.423,0.018,0.07,0.0
2011-03-15 10:00:00,0.324,0.0,0.532,0.0,0.117,0.0
2011-03-15 11:00:00,0.341,0.0,0.611,0.0,0.153,0.0
2011-03-15 12:00:00,0.362,0.0,0.659,0.0,0.171,0.0
2011-03-15 13:00:00,0.37,0.0,0.671,0.0,0.179,0.0
2011-03-15 14:00:00,0.362,0.0,0.672,0.0,0.178,0.0
2011-03-15 15:00:00,0.358,0.0,0.655,0.0,0.165,0.0
2011-03-15 16:00:00,0.34,0.0,0.63,0.0,0.155,0.0
2011-03-15 17:00:00,0.33,0.0,0.599,0.0,0.148,0.0
2011-03-15 18:00:00,0.303,0.0,0.579,0.0,0.142,0.0
2011-03-15 19:00:00,0.281,0.0,0.552,0.0,0.137,0.0
2011-03-15 20:00:00,0.267,0.0,0.524,0.0,0.137,0.0
2011-03-15 21:00:00,0.272,0.006,0.49,0.0,0.136,0.015
2011-03-15 22:00:00,0.238,0.115,0.429,0.04,0.112,0.124
2011-03-15 23:00:00,0.243,0.297,0.393,0.162,0.086,0.295
2011-03-16 00:00:00,0.242,0.44,0.384,0.298,0.079,0.437
2011-03-16 01:00:00,0.244,0.543,0.375,0.404,0.079,0.542
2011-03-16 02:00:00,0.251,0.605,0.358,0.479,0.082,0.594
2011-03-16 03:00:00,0.245,0.645,0.334,0.516,0.088,0.594
2011-03-16 04:00:00,0.24,0.634,0.321,0.507,0.099,0.543
2011-03-16 05:00:00,0.227,0.566,0.321,0.459,0.11,0.481
2011-03-16 06:00:00,0.21,0.459,0.342,0.368,0.124,0.361
2011-03-16 07:00:00,0.191,0.314,0.376,0.266,0.15,0.231
2011-03-16 08:00:00,0.178,0.135,0.419,0.132,0.174,0.082
2011-03-16 09:00:00,0.191,0.0,0.475,0.014,0.223,0.0
2011-03-16 10:00:00,0.188,0.0,0.576,0.0,0.268,0.0
2011-03-16 11:00:00,0.186,0.0,0.604,0.0,0.287,0.0
2011-03-16 12:00:00,0.186,0.0,0.615,0.0,0.285,0.0
2011-03-16 13:00:00,0.187,0.0,0.602,0.0,0.271,0.0
2011-03-16 14:00:00,0.195,0.0,0.571,0.0,0.259,0.0
2011-03-16 15:00:00,0.199,0.0,0.545,0.0,0.237,0.0
2011-03-16 16:00:00,0.202,0.0,0.514,0.0,0.215,0.0
2011-03-16 17:00:00,0.193,0.0,0.486,0.0,0.195,0.0
2011-03-16 18:00:00,0.188,0.0,0.467,0.0,0.198,0.0
2011-03-16 19:00:00,0.183,0.0,0.452,0.0,0.198,0.0
2011-03-16 20:00:00,0.188,0.0,0.436,0.0,0.194,0.0
2011-03-16 21:00:00,0.191,0.006,0.429,0.0,0.186,0.012
2011-03-16 22:00:00,0.145,0.121,0.399,0.023,0.14,0.111
2011-03-16 23:00:00,0.152,0.289,0.368,0.11,0.105,0.249
2011-03-17 00:00:00,0.139,0.434,0.351,0.218,0.096,0.373
2011-03-17 01:00:00,0.126,0.527,0.336,0.296,0.104,0.462
2011-03-17 02:00:00,0.122,0.606,0.317,0.363,0.102,0.506
2011-03-17 03:00:00,0.122,0.631,0.291,0.389,0.1,0.508
2011-03-17 04:00:00,0.126,0.596,0.279,0.381,0.109,0.474
2011-03-17 05:00:00,0.147,0.537,0.279,0.341,0.124,0.398
2011-03-17 06:00:00,0.17,0.425,0.288,0.277,0.138,0.291
2011-03-17 07:00:00,0.194,0.306,0.309,0.209,0.152,0.194
2011-03-17 08:00:00,0.201,0.122,0.347,0.111,0.17,0.067
2011-03-17 09:00:00,0.221,0.0,0.393,0.02,0.209,0.0
2011-03-17 10:00:00,0.22,0.0,0.472,0.0,0.224,0.0
2011-03-17 11:00:00,0.21,0.0,0.511,0.0,0.233,0.0
2011-03-17 12:00:00,0.198,0.0,0.52,0.0,0.222,0.0
2011-03-17 13:00:00,0.177,0.0,0.502,0.0,0.209,0.0
2011-03-17 14:00:00,0.178,0.0,0.473,0.0,0.213,0.0
2011-03-17 15:00:00,0.186,0.0,0.438,0.0,0.212,0.0
2011-03-17 16:00:00,0.197,0.0,0.4,0.0,0.211,0.0
2011-03-17 17:00:00,0.205,0.0,0.363,0.0,0.197,0.0
2011-03-17 18:00:00,0.206,0.0,0.342,0.0,0.19,0.0
2011-03-17 19:00:00,0.201,0.0,0.328,0.0,0.18,0.0
2011-03-17 20:00:00,0.193,0.0,0.326,0.0,0.175,0.0
2011-03-17 21:00:00,0.173,0.006,0.324,0.0,0.171,0.007
2011-03-17 22:00:00,0.113,0.108,0.308,0.02,0.133,0.075
2011-03-17 23:00:00,0.106,0.282,0.29,0.097,0.111,0.192
2011-03-18 00:00:00,0.092,0.417,0.281,0.184,0.094,0.306
2011-03-18 01:00:00,0.086,0.536,0.269,0.267,0.087,0.379
2011-03-18 02:00:00,0.085,0.621,0.252,0.322,0.084,0.412
2011-03-18 03:00:00,0.096,0.67,0.234,0.362,0.088,0.433
2011-03-18 04:00:00,0.106,0.655,0.217,0.355,0.1,0.416
2011-03-18 05:00:00,0.116,0.594,0.211,0.331,0.116,0.354
2011-03-18 06:00:00,0.114,0.482,0.219,0.27,0.136,0.259
2011-03-18 07:00:00,0.119,0.321,0.245,0.206,0.151,0.137
2011-03-18 08:00:00,0.13,0.134,0.279,0.104,0.172,0.049
2011-03-18 09:00:00,0.156,0.0,0.308,0.016,0.211,0.0
2011-03-18 10:00:00,0.172,0.0,0.345,0.0,0.221,0.0
2011-03-18 11:00:00,0.192,0.0,0.358,0.0,0.228,0.0
2011-03-18 12:00:00,0.207,0.0,0.349,0.0,0.232,0.0
2011-03-18 13:00:00,0.211,0.0,0.335,0.0,0.239,0.0
2011-03-18 14:00:00,0.217,0.0,0.319,0.0,0.242,0.0
2011-03-18 15:00:00,0.216,0.0,0.298,0.0,0.23,0.0
2011-03-18 16:00:00,0.223,0.0,0.279,0.0,0.232,0.0
2011-03-18 17:00:00,0.221,0.0,0.263,0.0,0.238,0.0
2011-03-18 18:00:00,0.217,0.0,0.246,0.0,0.243,0.0
2011-03-18 19:00:00,0.212,0.0,0.236,0.0,0.238,0.0
2011-03-18 20:00:00,0.208,0.0,0.233,0.0,0.229,0.0
2011-03-18 21:00:00,0.205,0.006,0.234,0.0,0.223,0.007
2011-03-18 22:00:00,0.171,0.133,0.208,0.015,0.177,0.064
2011-03-18 23:00:00,0.175,0.32,0.2,0.078,0.163,0.158
2011-03-19 00:00:00,0.209,0.48,0.183,0.149,0.151,0.238
2011-03-19 01:00:00,0.234,0.584,0.167,0.215,0.142,0.317
2011-03-19 02:00:00,0.269,0.653,0.145,0.282,0.136,0.344
2011-03-19 03:00:00,0.312,0.654,0.133,0.324,0.132,0.345
2011-03-19 04:00:00,0.347,0.598,0.132,0.343,0.136,0.325
2011-03-19 05:00:00,0.365,0.512,0.14,0.368,0.142,0.279
2011-03-19 06:00:00,0.376,0.424,0.156,0.316,0.15,0.216
2011-03-19 07:00:00,0.38,0.287,0.18,0.241,0.153,0.152
2011-03-19 08:00:00,0.394,0.127,0.2,0.136,0.163,0.052
2011-03-19 09:00:00,0.436,0.0,0.212,0.025,0.191,0.0
2011-03-19 10:00:00,0.456,0.0,0.226,0.0,0.211,0.0
2011-03-19 11:00:00,0.479,0.0,0.229,0.0,0.239,0.0
2011-03-19 12:00:00,0.487,0.0,0.214,0.0,0.258,0.0
2011-03-19 13:00:00,0.478,0.0,0.193,0.0,0.259,0.0
2011-03-19 14:00:00,0.469,0.0,0.169,0.0,0.255,0.0
2011-03-19 15:00:00,0.461,0.0,0.148,0.0,0.239,0.0
2011-03-19 16:00:00,0.457,0.0,0.139,0.0,0.226,0.0
2011-03-19 17:00:00,0.447,0.0,0.14,0.0,0.214,0.0
2011-03-19 18:00:00,0.441,0.0,0.149,0.0,0.208,0.0
2011-03-19 19:00:00,0.432,0.0,0.167,0.0,0.209,0.0
2011-03-19 20:00:00,0.429,0.0,0.185,0.0,0.219,0.0
2011-03-19 21:00:00,0.426,0.005,0.195,0.0,0.225,0.01
2011-03-19 22:00:00,0.395,0.108,0.2,0.015,0.156,0.104
2011-03-19 23:00:00,0.349,0.268,0.221,0.077,0.176,0.239
2011-03-20 00:00:00,0.342,0.381,0.258,0.164,0.188,0.345
2011-03-20 01:00:00,0.334,0.48,0.304,0.258,0.168,0.43
2011-03-20 02:00:00,0.326,0.542,0.322,0.344,0.167,0.468
2011-03-20 03:00:00,0.315,0.564,0.348,0.401,0.169,0.441
2011-03-20 04:00:00,0.321,0.561,0.38,0.408,0.181,0.4
2011-03-20 05:00:00,0.324,0.472,0.412,0.389,0.178,0.318
2011-03-20 06:00:00,0.329,0.359,0.44,0.352,0.183,0.252
2011-03-20 07:00:00,0.327,0.198,0.454,0.264,0.172,0.14
2011-03-20 08:00:00,0.34,0.064,0.445,0.161,0.168,0.045
2011-03-20 09:00:00,0.363,0.0,0.416,0.035,0.186,0.0
2011-03-20 10:00:00,0.401,0.0,0.49,0.0,0.214,0.0
2011-03-20 11:00:00,0.412,0.0,0.446,0.0,0.248,0.0
2011-03-20 12:00:00,0.4,0.0,0.389,0.0,0.261,0.0
2011-03-20 13:00:00,0.386,0.0,0.34,0.0,0.259,0.0
2011-03-20 14:00:00,0.388,0.0,0.314,0.0,0.256,0.0
2011-03-20 15:00:00,0.393,0.0,0.31,0.0,0.249,0.0
2011-03-20 16:00:00,0.389,0.0,0.317,0.0,0.246,0.0
2011-03-20 17:00:00,0.368,0.0,0.335,0.0,0.244,0.0
2011-03-20 18:00:00,0.362,0.0,0.357,0.0,0.255,0.0
2011-03-20 19:00:00,0.351,0.0,0.369,0.0,0.271,0.0
2011-03-20 20:00:00,0.333,0.0,0.371,0.0,0.283,0.0
2011-03-20 21:00:00,0.316,0.003,0.368,0.0,0.287,0.004
2011-03-20 22:00:00,0.271,0.057,0.341,0.023,0.218,0.047
2011-03-20 23:00:00,0.253,0.143,0.384,0.11,0.217,0.111
2011-03-21 00:00:00,0.242,0.249,0.393,0.219,0.202,0.187
2011-03-21 01:00:00,0.24,0.346,0.379,0.297,0.178,0.245
2011-03-21 02:00:00,0.243,0.385,0.368,0.342,0.184,0.294
2011-03-21 03:00:00,0.255,0.36,0.383,0.364,0.21,0.316
2011-03-21 04:00:00,0.259,0.295,0.411,0.359,0.252,0.334
2011-03-21 05:00:00,0.263,0.233,0.45,0.346,0.288,0.282
2011-03-21 06:00:00,0.264,0.142,0.481,0.286,0.308,0.226
2011-03-21 07:00:00,0.274,0.127,0.503,0.206,0.304,0.15
2011-03-21 08:00:00,0.284,0.055,0.499,0.115,0.274,0.059
2011-03-21 09:00:00,0.299,0.0,0.48,0.022,0.266,0.0
2011-03-21 10:00:00,0.313,0.0,0.516,0.0,0.251,0.0
2011-03-21 11:00:00,0.309,0.0,0.495,0.0,0.258,0.0
2011-03-21 12:00:00,0.307,0.0,0.466,0.0,0.257,0.0
2011-03-21 13:00:00,0.303,0.0,0.412,0.0,0.252,0.0
2011-03-21 14:00:00,0.31,0.0,0.361,0.0,0.249,0.0
2011-03-21 15:00:00,0.32,0.0,0.322,0.0,0.243,0.0
2011-03-21 16:00:00,0.332,0.0,0.299,0.0,0.227,0.0
2011-03-21 17:00:00,0.348,0.0,0.29,0.0,0.217,0.0
2011-03-21 18:00:00,0.365,0.0,0.283,0.0,0.22,0.0
2011-03-21 19:00:00,0.38,0.0,0.266,0.0,0.23,0.0
2011-03-21 20:00:00,0.385,0.0,0.256,0.0,0.239,0.0
2011-03-21 21:00:00,0.386,0.001,0.237,0.0,0.24,0.009
2011-03-21 22:00:00,0.395,0.033,0.226,0.025,0.229,0.084
2011-03-21 23:00:00,0.38,0.099,0.246,0.141,0.235,0.199
2011-03-22 00:00:00,0.374,0.2,0.243,0.279,0.253,0.315
2011-03-22 01:00:00,0.376,0.285,0.231,0.358,0.255,0.393
2011-03-22 02:00:00,0.388,0.371,0.225,0.406,0.252,0.442
2011-03-22 03:00:00,0.424,0.357,0.237,0.411,0.266,0.465
2011-03-22 04:00:00,0.451,0.33,0.248,0.419,0.282,0.451
2011-03-22 05:00:00,0.465,0.279,0.266,0.387,0.296,0.384
2011-03-22 06:00:00,0.459,0.217,0.276,0.328,0.306,0.299
2011-03-22 07:00:00,0.459,0.147,0.283,0.272,0.303,0.189
2011-03-22 08:00:00,0.435,0.061,0.277,0.164,0.28,0.054
2011-03-22 09:00:00,0.432,0.0,0.261,0.031,0.252,0.0
2011-03-22 10:00:00,0.43,0.0,0.331,0.0,0.267,0.0
2011-03-22 11:00:00,0.412,0.0,0.317,0.0,0.238,0.0
2011-03-22 12:00:00,0.403,0.0,0.302,0.0,0.226,0.0
2011-03-22 13:00:00,0.384,0.0,0.297,0.0,0.213,0.0
2011-03-22 14:00:00,0.357,0.0,0.283,0.0,0.185,0.0
2011-03-22 15:00:00,0.335,0.0,0.275,0.0,0.167,0.0
2011-03-22 16:00:00,0.341,0.0,0.263,0.0,0.153,0.0
2011-03-22 17:00:00,0.343,0.0,0.251,0.0,0.154,0.0
2011-03-22 18:00:00,0.332,0.0,0.242,0.0,0.151,0.0
2011-03-22 19:00:00,0.332,0.0,0.239,0.0,0.145,0.0
2011-03-22 20:00:00,0.332,0.0,0.237,0.0,0.134,0.0
2011-03-22 21:00:00,0.336,0.003,0.235,0.0,0.125,0.011
2011-03-22 22:00:00,0.367,0.067,0.235,0.035,0.118,0.112
2011-03-22 23:00:00,0.417,0.179,0.232,0.182,0.134,0.265
2011-03-23 00:00:00,0.448,0.271,0.267,0.342,0.169,0.397
2011-03-23 01:00:00,0.431,0.309,0.264,0.448,0.212,0.437
2011-03-23 02:00:00,0.388,0.324,0.25,0.518,0.252,0.477
2011-03-23 03:00:00,0.332,0.336,0.254,0.557,0.287,0.461
2011-03-23 04:00:00,0.298,0.279,0.273,0.563,0.321,0.431
2011-03-23 05:00:00,0.271,0.235,0.3,0.525,0.343,0.361
2011-03-23 06:00:00,0.269,0.181,0.329,0.463,0.352,0.301
2011-03-23 07:00:00,0.256,0.101,0.354,0.361,0.328,0.178
2011-03-23 08:00:00,0.243,0.039,0.354,0.21,0.293,0.06
2011-03-23 09:00:00,0.239,0.0,0.346,0.039,0.285,0.0
2011-03-23 10:00:00,0.298,0.0,0.378,0.0,0.329,0.0
2011-03-23 11:00:00,0.287,0.0,0.37,0.0,0.351,0.0
2011-03-23 12:00:00,0.279,0.0,0.361,0.0,0.367,0.0
2011-03-23 13:00:00,0.278,0.0,0.349,0.0,0.373,0.0
2011-03-23 14:00:00,0.269,0.0,0.334,0.0,0.376,0.0
2011-03-23 15:00:00,0.27,0.0,0.315,0.0,0.377,0.0
2011-03-23 16:00:00,0.301,0.0,0.307,0.0,0.389,0.0
2011-03-23 17:00:00,0.337,0.0,0.304,0.0,0.402,0.0
2011-03-23 18:00:00,0.37,0.0,0.309,0.0,0.41,0.0
2011-03-23 19:00:00,0.382,0.0,0.31,0.0,0.421,0.0
2011-03-23 20:00:00,0.377,0.0,0.306,0.0,0.418,0.0
2011-03-23 21:00:00,0.396,0.001,0.294,0.0,0.404,0.016
2011-03-23 22:00:00,0.498,0.026,0.266,0.042,0.373,0.128
2011-03-23 23:00:00,0.535,0.08,0.261,0.202,0.47,0.276
2011-03-24 00:00:00,0.594,0.145,0.276,0.369,0.504,0.396
2011-03-24 01:00:00,0.661,0.203,0.264,0.493,0.502,0.468
2011-03-24 02:00:00,0.73,0.239,0.245,0.566,0.501,0.482
2011-03-24 03:00:00,0.784,0.287,0.243,0.6,0.519,0.456
2011-03-24 04:00:00,0.823,0.295,0.252,0.607,0.547,0.42
2011-03-24 05:00:00,0.846,0.248,0.264,0.566,0.565,0.352
2011-03-24 06:00:00,0.856,0.197,0.282,0.496,0.574,0.274
2011-03-24 07:00:00,0.827,0.087,0.3,0.38,0.537,0.145
2011-03-24 08:00:00,0.806,0.03,0.306,0.216,0.48,0.04
2011-03-24 09:00:00,0.814,0.0,0.315,0.033,0.459,0.0
2011-03-24 10:00:00,0.856,0.0,0.371,0.0,0.447,0.0
2011-03-24 11:00:00,0.834,0.0,0.394,0.0,0.447,0.0
2011-03-24 12:00:00,0.804,0.0,0.397,0.0,0.451,0.0
2011-03-24 13:00:00,0.762,0.0,0.381,0.0,0.453,0.0
2011-03-24 14:00:00,0.727,0.0,0.366,0.0,0.445,0.0
2011-03-24 15:00:00,0.703,0.0,0.346,0.0,0.432,0.0
2011-03-24 16:00:00,0.676,0.0,0.334,0.0,0.425,0.0
2011-03-24 17:00:00,0.659,0.0,0.319,0.0,0.418,0.0
2011-03-24 18:00:00,0.647,0.0,0.313,0.0,0.416,0.0
2011-03-24 19:00:00,0.638,0.0,0.302,0.0,0.405,0.0
2011-03-24 20:00:00,0.628,0.0,0.301,0.0,0.395,0.0
2011-03-24 21:00:00,0.618,0.001,0.285,0.0,0.366,0.013
2011-03-24 22:00:00,0.612,0.048,0.252,0.042,0.321,0.13
2011-03-24 23:00:00,0.689,0.164,0.226,0.208,0.398,0.286
2011-03-25 00:00:00,0.672,0.254,0.255,0.386,0.397,0.409
2011-03-25 01:00:00,0.626,0.271,0.235,0.507,0.351,0.455
2011-03-25 02:00:00,0.588,0.323,0.196,0.572,0.314,0.466
2011-03-25 03:00:00,0.572,0.364,0.19,0.619,0.314,0.466
2011-03-25 04:00:00,0.568,0.385,0.208,0.621,0.332,0.439
2011-03-25 05:00:00,0.58,0.368,0.25,0.587,0.361,0.397
2011-03-25 06:00:00,0.594,0.298,0.309,0.501,0.394,0.306
2011-03-25 07:00:00,0.595,0.196,0.381,0.383,0.416,0.197
2011-03-25 08:00:00,0.529,0.081,0.409,0.221,0.375,0.065
2011-03-25 09:00:00,0.496,0.0,0.421,0.039,0.359,0.0
2011-03-25 10:00:00,0.466,0.0,0.439,0.0,0.342,0.0
2011-03-25 11:00:00,0.444,0.0,0.468,0.0,0.343,0.0
2011-03-25 12:00:00,0.415,0.0,0.468,0.0,0.335,0.0
2011-03-25 13:00:00,0.386,0.0,0.449,0.0,0.324,0.0
2011-03-25 14:00:00,0.367,0.0,0.424,0.0,0.303,0.0
2011-03-25 15:00:00,0.338,0.0,0.399,0.0,0.292,0.0
2011-03-25 16:00:00,0.314,0.0,0.382,0.0,0.281,0.0
2011-03-25 17:00:00,0.294,0.0,0.365,0.0,0.281,0.0
2011-03-25 18:00:00,0.272,0.0,0.357,0.0,0.283,0.0
2011-03-25 19:00:00,0.259,0.0,0.351,0.0,0.291,0.0
2011-03-25 20:00:00,0.254,0.0,0.345,0.0,0.296,0.0
2011-03-25 21:00:00,0.248,0.003,0.337,0.0,0.289,0.016
2011-03-25 22:00:00,0.205,0.099,0.276,0.044,0.214,0.157
2011-03-25 23:00:00,0.266,0.266,0.248,0.218,0.232,0.342
2011-03-26 00:00:00,0.274,0.398,0.269,0.398,0.219,0.49
2011-03-26 01:00:00,0.235,0.484,0.239,0.535,0.187,0.59
2011-03-26 02:00:00,0.204,0.519,0.203,0.618,0.165,0.641
2011-03-26 03:00:00,0.193,0.537,0.189,0.667,0.162,0.624
2011-03-26 04:00:00,0.189,0.524,0.206,0.673,0.18,0.563
2011-03-26 05:00:00,0.2,0.488,0.24,0.639,0.206,0.473
2011-03-26 06:00:00,0.227,0.39,0.288,0.556,0.233,0.36
2011-03-26 07:00:00,0.245,0.229,0.343,0.426,0.257,0.224
2011-03-26 08:00:00,0.234,0.092,0.379,0.247,0.253,0.079
2011-03-26 09:00:00,0.244,0.0,0.409,0.04,0.273,0.0
2011-03-26 10:00:00,0.243,0.0,0.491,0.0,0.32,0.0
2011-03-26 11:00:00,0.244,0.0,0.538,0.0,0.35,0.0
2011-03-26 12:00:00,0.237,0.0,0.543,0.0,0.38,0.0
2011-03-26 13:00:00,0.225,0.0,0.535,0.0,0.406,0.0
2011-03-26 14:00:00,0.21,0.0,0.5,0.0,0.424,0.0
2011-03-26 15:00:00,0.188,0.0,0.463,0.0,0.435,0.0
2011-03-26 16:00:00,0.167,0.0,0.422,0.0,0.447,0.0
2011-03-26 17:00:00,0.145,0.0,0.383,0.0,0.448,0.0
2011-03-26 18:00:00,0.127,0.0,0.354,0.0,0.442,0.0
2011-03-26 19:00:00,0.115,0.0,0.337,0.0,0.434,0.0
2011-03-26 20:00:00,0.105,0.0,0.32,0.0,0.418,0.0
2011-03-26 21:00:00,0.087,0.003,0.297,0.0,0.381,0.014
2011-03-26 22:00:00,0.052,0.105,0.24,0.047,0.264,0.152
2011-03-26 23:00:00,0.037,0.277,0.161,0.233,0.212,0.339
2011-03-27 00:00:00,0.022,0.414,0.148,0.427,0.176,0.492
