name,bus0,bus1,type,s_nom,length,num_parallel,wkt_srid_4326,voltage,from_relation,r_ohmkm,ref,cables,x_ohmkm,wires,osm_name,operator,c_nfkm,frequency,length_m,i_th_max_a
290,159,221,Al/St 240/40 4-bundle 380.0,855.633098939,57.405,0.5,"SRID=4326;LINESTRING(8.05408735442182 53.3323026933898,7.31136229105814 53.1257665563186)",380000.0,1637160.0,0.05,304,3.0,0.5,2.0,,TenneT,6.85,50.0,57405.0,1.3
291,159,221,Al/St 240/40 4-bundle 380.0,855.633098939,57.397,0.5,"SRID=4326;LINESTRING(8.05408735442182 53.3323026933898,7.31136229105814 53.1257665563186)",380000.0,1637161.0,0.05,304,3.0,0.5,2.0,,TenneT,6.85,50.0,57397.0,1.3
292,34,161,Al/St 240/40 2-bundle 220.0,495.366530965,33.166,1.0,"SRID=4326;LINESTRING(8.12264230304551 53.5605160490331,8.05283751634017 53.3338809598955)",220000.0,1637162.0,0.08,204,3.0,0.32,2.0,204 rot,TenneT,11.5,50.0,33166.0,1.3
293,222,221,Al/St 240/40 4-bundle 380.0,1711.26619788,26.834,1.0,"SRID=4326;LINESTRING(6.94948397153705 53.1235378223082,7.31136229105814 53.1257665563186)",380000.0,1637163.0,0.025,306,6.0,0.25,2.0,Diele (DE) - Meeden (NL),TenneT,13.7,50.0,26834.0,2.6
294,34,161,Al/St 240/40 2-bundle 220.0,495.366530965,33.17,1.0,"SRID=4326;LINESTRING(8.12264230304551 53.5605160490331,8.05283751634017 53.3338809598955)",220000.0,1637164.0,0.08,204,3.0,0.32,2.0,204 blau,TenneT,11.5,50.0,33170.0,1.3
295,211,52,Al/St 240/40 4-bundle 380.0,855.633098939,152.12,0.5,"SRID=4326;LINESTRING(7.23579344536789 49.3693923629482,8.3133401659254 49.0090434643525)",380000.0,1638847.0,,,3.0,,2.0,Kaiserslautern Süd,Amprion,,50.0,152120.0,
296,215,223,Al/St 240/40 2-bundle 220.0,495.366530965,73.707,1.0,"SRID=4326;LINESTRING(8.40826973550855 49.5285689245626,8.27327814618118 49.0293980916396)",220000.0,1638848.0,,,3.0,,2.0,Weingarten Ltg,Amprion,,50.0,73707.0,
297,224,215,Al/St 240/40 2-bundle 220.0,495.366530965,28.868,1.0,"SRID=4326;LINESTRING(8.3523338799966 49.4212743386606,8.40826973550855 49.5285689245626)",220000.0,1638849.0,,,3.0,,2.0,Roxheim Süd,Amprion,,50.0,28868.0,
298,225,224,Al/St 240/40 2-bundle 220.0,495.366530965,63.539,1.0,"SRID=4326;LINESTRING(7.72920197913641 49.4826474297682,8.3523338799966 49.4212743386606)",220000.0,1638851.0,,,3.0,,2.0,Eisbach Süd,Amprion,,50.0,63539.0,
299,224,223,Al/St 240/40 2-bundle 220.0,495.366530965,46.981,1.0,"SRID=4326;LINESTRING(8.3523338799966 49.4212743386606,8.27327814618118 49.0293980916396)",220000.0,1638852.0,,,3.0,,2.0,Bienwald West,Amprion,,50.0,46981.0,
300,226,6,Al/St 240/40 2-bundle 220.0,247.683265482,48.552,0.5,"SRID=4326;LINESTRING(9.79733602695253 52.0008392513306,9.91814864613865 52.3799963125719)",220000.0,1639492.0,0.16,2001/2030,3.0,0.64,1.0,Leitung 2001/2030,TenneT,5.75,50.0,48552.0,0.65
301,7,3,Al/St 240/40 4-bundle 380.0,1711.26619788,53.907,1.0,"SRID=4326;LINESTRING(9.91717971972185 52.2781686139394,9.38974509624863 52.0263130660355)",380000.0,1639494.0,0.025,3027,3.0,0.25,4.0,Leitung 3027,TenneT,13.7,50.0,53907.0,2.6
302,216,227,Al/St 240/40 4-bundle 380.0,1711.26619788,114.939,1.0,"SRID=4326;LINESTRING(9.1907874369222 48.914416873799,10.0821573264928 48.2660901578788)",380000.0,1641461.0,0.025,,3.0,0.25,4.0,Donau Ost,Amprion,13.7,50.0,114939.0,2.6
303,228,229,Al/St 240/40 2-bundle 220.0,495.366530965,15.95,1.0,"SRID=4326;LINESTRING(8.62716125806072 49.5435952670263,8.50180851652818 49.4449115114399)",220000.0,1641462.0,,,3.0,,2.0,Bergstraße,Amprion,,50.0,15950.0,
304,227,230,Al/St 240/40 4-bundle 380.0,1711.26619788,46.07,1.0,"SRID=4326;LINESTRING(10.0821573264928 48.2660901578788,10.391776056934 48.5184609117668)",380000.0,1641463.0,0.025,,3.0,0.25,4.0,Günzburg Süd,Amprion,13.7,50.0,46070.0,2.6
305,231,53,Al/St 240/40 4-bundle 380.0,3422.53239576,83.096,2.0,"SRID=4326;LINESTRING(7.95805402328778 47.5954722640613,7.75349546540486 48.0993557006259)",380000.0,1641466.0,0.0125,,6.0,0.125,4.0,Rheingraben,Amprion,27.4,50.0,83096.0,5.2
306,232_220kV,233_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,19.756,1.0,"SRID=4326;LINESTRING(10.0837512706734 48.268867515302,9.88551509756969 48.3040743584705)",220000.0,1641467.0,,,3.0,,2.0,Iller Ltg.,Amprion,,50.0,19756.0,
307,234,235,Al/St 240/40 2-bundle 220.0,495.366530965,69.709,1.0,"SRID=4326;LINESTRING(9.01340238045655 47.8453486310857,8.25192548128222 47.6397698264894)",220000.0,1641471.0,,,3.0,,2.0,Gurtweil - Stockach,Amprion,,50.0,69709.0,
308,236_220kV,214,Al/St 240/40 2-bundle 220.0,495.366530965,86.251,1.0,"SRID=4326;LINESTRING(9.19675652645089 48.9129634380259,8.5471609252134 49.4405396661002)",220000.0,1641472.0,,,3.0,,2.0,Nord-Süd-Leitung RWE Hoheneck–Rheinau,Amprion,,50.0,86251.0,
309,227,230,Al/St 240/40 4-bundle 380.0,1711.26619788,46.128,1.0,"SRID=4326;LINESTRING(10.0821573264928 48.2660901578788,10.391776056934 48.5184609117668)",380000.0,1641474.0,0.025,,3.0,0.25,4.0,Günzburg Nord,Amprion,13.7,50.0,46128.0,2.6
310,233,227,Al/St 240/40 4-bundle 380.0,1711.26619788,16.751,1.0,"SRID=4326;LINESTRING(9.88551509756969 48.3040743584705,10.0821573264928 48.2660901578788)",380000.0,1641476.0,0.025,,3.0,0.25,4.0,Donau West,Amprion,13.7,50.0,16751.0,2.6
311,237,238,Al/St 240/40 2-bundle 220.0,495.366530965,39.816,1.0,"SRID=4326;LINESTRING(6.13981113770544 49.6686086456422,6.62053556843084 49.7489386710632)",220000.0,1641479.0,0.08,,3.0,0.32,2.0,Heisdorf - Trier Süd,Amprion,11.5,,39816.0,1.3
312,110,198,Al/St 240/40 4-bundle 380.0,1711.26619788,2.163,1.0,"SRID=4326;LINESTRING(7.99288723332679 51.6837077155955,7.9706568937083 51.6768446667846)",380000.0,1703681.0,0.025,,3.0,0.25,4.0,Westfalen E,Amprion,13.7,50.0,2163.0,2.6
313,212,100,Al/St 240/40 4-bundle 380.0,1711.26619788,45.951,1.0,"SRID=4326;LINESTRING(6.81368431456473 49.7248340737293,6.47473977006816 49.9224692993999)",380000.0,1641482.0,0.025,,3.0,0.25,4.0,Gilzem Ost,Amprion,13.7,,45951.0,2.6
314,100_220kV,239,Al/St 240/40 2-bundle 220.0,495.366530965,26.324,1.0,"SRID=4326;LINESTRING(6.47473977006816 49.9224692993999,6.70228540768092 49.8289944201161)",220000.0,1641485.0,0.08,,3.0,0.32,2.0,Niederstedem Ost,Amprion,11.5,,26324.0,1.3
315,238,100_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,22.939,1.0,"SRID=4326;LINESTRING(6.62053556843084 49.7489386710632,6.47473977006816 49.9224692993999)",220000.0,1641488.0,0.08,,3.0,0.32,2.0,Niederstedem West,Amprion,11.5,,22939.0,1.3
316,213,240,Al/St 240/40 2-bundle 220.0,495.366530965,25.189,1.0,"SRID=4326;LINESTRING(8.58869049603326 49.8155140579794,8.53151493939883 50.047874332134)",220000.0,1641698.0,,,3.0,,2.0,Marxheim Ost,Amprion,,50.0,25189.0,
317,241,242,Al/St 240/40 4-bundle 380.0,1711.26619788,56.963,1.0,"SRID=4326;LINESTRING(8.4713716330449 50.0972077427754,8.06573796639762 50.4060681118621)",380000.0,1641699.0,0.025,,3.0,0.25,4.0,Hessen Ost,Amprion,13.7,50.0,56963.0,2.6
318,70,241,Al/St 240/40 4-bundle 380.0,1711.26619788,18.92,1.0,"SRID=4326;LINESTRING(8.38855636787547 49.9823050841271,8.4713716330449 50.0972077427754)",380000.0,1641702.0,0.025,,3.0,0.25,4.0,Trebur Süd,Amprion,13.7,50.0,18920.0,2.6
319,70,241,Al/St 240/40 4-bundle 380.0,1711.26619788,44.127,1.0,"SRID=4326;LINESTRING(8.38855636787547 49.9823050841271,8.4713716330449 50.0972077427754)",380000.0,1641706.0,0.025,,3.0,0.25,4.0,Trebur Nord,Amprion,13.7,50.0,44127.0,2.6
322,68_220kV,213,Al/St 240/40 2-bundle 220.0,495.366530965,34.375,1.0,"SRID=4326;LINESTRING(8.77244296019056 49.974668665137,8.58869049603326 49.8155140579794)",220000.0,1641734.0,,,3.0,,2.0,Pfungstadt Ost,Amprion,,50.0,34375.0,
323,68_220kV,213,Al/St 240/40 2-bundle 220.0,495.366530965,34.375,1.0,"SRID=4326;LINESTRING(8.77244296019056 49.974668665137,8.58869049603326 49.8155140579794)",220000.0,1641735.0,,,3.0,,2.0,Kranichstein Ost,Amprion,,50.0,34375.0,
324,68,245,Al/St 240/40 4-bundle 380.0,1711.26619788,20.861,1.0,"SRID=4326;LINESTRING(8.77244296019056 49.974668665137,8.98953614977701 50.0602550608281)",380000.0,1641756.0,0.025,,3.0,0.25,4.0,Untermain Nord,Amprion,13.7,50.0,20861.0,2.6
325,245,246,Al/St 240/40 4-bundle 380.0,1711.26619788,4.447,1.0,"SRID=4326;LINESTRING(8.98953614977701 50.0602550608281,8.95870856177306 50.0826078105489)",380000.0,1641757.0,0.025,,3.0,0.25,4.0,Untermain Süd,Amprion,13.7,50.0,4447.0,2.6
326,68,246,Al/St 240/40 4-bundle 380.0,1711.26619788,23.705,1.0,"SRID=4326;LINESTRING(8.77244296019056 49.974668665137,8.95870856177306 50.0826078105489)",380000.0,1641761.0,0.025,,3.0,0.25,4.0,Karlstein Süd,Amprion,13.7,50.0,23705.0,2.6
327,232_220kV,247_220kV,Al/St 240/40 2-bundle 220.0,990.733061929,73.168,2.0,"SRID=4326;LINESTRING(10.0837512706734 48.268867515302,10.363384232266 47.7383368092793)",220000.0,1641774.0,0.04,,3.0,0.16,4.0,Füssen West,Amprion,23.0,50.0,73168.0,2.6
328,247,227,Al/St 240/40 4-bundle 380.0,1711.26619788,73.219,1.0,"SRID=4326;LINESTRING(10.363384232266 47.7383368092793,10.0821573264928 48.2660901578788)",380000.0,1641775.0,0.025,,3.0,0.25,4.0,Vöhringen Ost,Amprion,13.7,50.0,73219.0,2.6
329,248,208,Al/St 240/40 4-bundle 380.0,1711.26619788,5.866,1.0,"SRID=4326;LINESTRING(7.46150025901999 51.6146143079042,7.4035444340631 51.644449487967)",380000.0,1659072.0,0.025,,3.0,0.25,4.0,Stummhafen 1A,Amprion,13.7,50.0,5866.0,2.6
330,112,208,Al/St 240/40 4-bundle 380.0,1711.26619788,10.355,1.0,"SRID=4326;LINESTRING(7.35311186939787 51.5758105020818,7.4035444340631 51.644449487967)",380000.0,1659073.0,0.025,,3.0,0.25,4.0,Mengede Süd,Amprion,13.7,50.0,10355.0,2.6
331,167,165_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,25.186,1.0,"SRID=4326;LINESTRING(7.52228010104186 51.5321980552231,7.70831848872651 51.6762033088437)",220000.0,1685857.0,0.08,,3.0,0.32,2.0,Wambel West,Amprion,11.5,50.0,25186.0,1.3
332,165,249,Al/St 240/40 4-bundle 380.0,1711.26619788,1.221,1.0,"SRID=4326;LINESTRING(7.70831848872651 51.6762033088437,7.71823231962748 51.6743422007117)",380000.0,1686082.0,0.025,,3.0,0.25,4.0,Gersteinwerk K2,Amprion,13.7,50.0,1221.0,2.6
333,165_220kV,250_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,0.485,1.0,"SRID=4326;LINESTRING(7.70831848872651 51.6762033088437,7.71554341949648 51.6736430744508)",220000.0,1686885.0,0.08,,3.0,0.32,2.0,Gersteinwerk F2,Amprion,11.5,50.0,485.0,1.3
334,165_220kV,251_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,0.487,1.0,"SRID=4326;LINESTRING(7.70831848872651 51.6762033088437,7.71459453349968 51.6730996381138)",220000.0,1686886.0,0.08,,3.0,0.32,2.0,Gersteinwerk G2,Amprion,11.5,50.0,487.0,1.3
335,165_220kV,252_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,0.401,1.0,"SRID=4326;LINESTRING(7.70831848872651 51.6762033088437,7.71270093431027 51.672663662233)",220000.0,1686887.0,0.08,,3.0,0.32,2.0,Gersteinwerk I2,Amprion,11.5,50.0,401.0,1.3
336,110,253,Al/St 240/40 4-bundle 380.0,1711.26619788,1.378,1.0,"SRID=4326;LINESTRING(7.99288723332679 51.6837077155955,7.98122159643085 51.6735262619046)",380000.0,1703456.0,0.025,,3.0,0.25,4.0,Lippborg Trafo 412,Amprion,13.7,50.0,1378.0,2.6
337,69_220kV,254,Al/St 240/40 2-bundle 220.0,247.683265482,64.037,0.5,"SRID=4326;LINESTRING(8.41937105938048 49.6337356823792,7.79256714933307 49.8105487811028)",220000.0,1734958.0,0.16,,3.0,0.64,1.0,Windesheim,Amprion,5.75,50.0,64037.0,0.65
338,128_220kV,255,Al/St 240/40 2-bundle 220.0,495.366530965,73.5,1.0,"SRID=4326;LINESTRING(7.44948529010545 50.4025276621126,6.92013045452502 49.9705818904706)",220000.0,1735055.0,,,3.0,,2.0,Kondelwald,Amprion,,50.0,73500.0,
339,237,239,Al/St 240/40 2-bundle 220.0,495.366530965,50.055,1.0,"SRID=4326;LINESTRING(6.13981113770544 49.6686086456422,6.70228540768092 49.8289944201161)",220000.0,1735096.0,0.08,,3.0,0.32,2.0,Heisdorf - Quint Nord,Amprion,11.5,,50055.0,1.3
340,256,238,Al/St 240/40 2-bundle 220.0,247.683265482,59.101,0.5,"SRID=4326;LINESTRING(6.75552340556687 49.3648695914696,6.62053556843084 49.7489386710632)",220000.0,1735138.0,0.16,,3.0,0.64,1.0,Saar Nord,Amprion,5.75,,59101.0,0.65
341,69_220kV,215,Al/St 240/40 2-bundle 220.0,495.366530965,13.164,1.0,"SRID=4326;LINESTRING(8.41937105938048 49.6337356823792,8.40826973550855 49.5285689245626)",220000.0,1737369.0,0.08,,3.0,0.32,2.0,Anilin 3c,Amprion,11.5,50.0,13164.0,1.3
342,69_220kV,215,Al/St 240/40 2-bundle 220.0,495.366530965,13.157,1.0,"SRID=4326;LINESTRING(8.41937105938048 49.6337356823792,8.40826973550855 49.5285689245626)",220000.0,1737370.0,0.08,,3.0,0.32,2.0,Anilin 4d,Amprion,11.5,50.0,13157.0,1.3
343,69,257,Al/St 240/40 4-bundle 380.0,1711.26619788,10.838,1.0,"SRID=4326;LINESTRING(8.41937105938048 49.6337356823792,8.41467459584413 49.7091468139245)",380000.0,1737371.0,0.025,,3.0,0.25,4.0,Biblis 1a,Amprion,13.7,50.0,10838.0,2.6
344,69,257,Al/St 240/40 4-bundle 380.0,1711.26619788,10.824,1.0,"SRID=4326;LINESTRING(8.41937105938048 49.6337356823792,8.41467459584413 49.7091468139245)",380000.0,1737372.0,0.025,,3.0,0.25,4.0,Biblis 2b,Amprion,13.7,50.0,10824.0,2.6
345,69_220kV,225,Al/St 240/40 2-bundle 220.0,990.733061929,66.41,2.0,"SRID=4326;LINESTRING(8.41937105938048 49.6337356823792,7.72920197913641 49.4826474297682)",220000.0,1737381.0,0.04,,3.0,0.16,4.0,Roxheim Nord,Amprion,23.0,50.0,66410.0,2.6
346,258,259,Al/St 240/40 2-bundle 220.0,495.366530965,15.315,1.0,"SRID=4326;LINESTRING(9.88280429847019 51.5155074976724,9.85139357253472 51.6491352399809)",220000.0,1740850.0,0.08,2,3.0,0.32,2.0,Leitung 2014,TenneT,11.5,50.0,15315.0,1.3
347,260,190,Al/St 240/40 4-bundle 380.0,855.633098939,33.84,0.5,"SRID=4326;LINESTRING(8.78579302528601 48.5837674015328,8.87294280487974 48.3100912582216)",380000.0,1747957.0,,,3.0,,2.0,OBJTT-ENGST 380 kV,,,50.0,33840.0,
348,260,261,Al/St 240/40 4-bundle 380.0,855.633098939,45.58,0.5,"SRID=4326;LINESTRING(8.78579302528601 48.5837674015328,9.0454349679866 48.9029620137561)",380000.0,1747958.0,,,3.0,,2.0,PULVE-OBJTT 380 kV,EnBW Transportnetze AG,,50.0,45580.0,
349,262,263,Al/St 240/40 4-bundle 380.0,3422.53239576,78.45,2.0,"SRID=4326;LINESTRING(9.8013171668981 47.6525043240978,9.81091689214732 47.142645296653)",380000.0,1750798.0,0.0125,,6.0,0.125,4.0,Bürs - Obermooweiler,,27.4,,78450.0,5.2
350,264_220kV,263_220kV,Al/St 240/40 2-bundle 220.0,247.683265482,132.974,0.5,"SRID=4326;LINESTRING(9.42551238607291 48.0643507981263,9.81091689214732 47.142645296653)",220000.0,1750800.0,0.16,,3.0,0.64,1.0,Nord-Süd-Leitung (Abschnitt Bürs-Herbertingen),,5.75,,132974.0,0.65
351,94_220kV,265,Al/St 240/40 2-bundle 220.0,495.366530965,21.123,1.0,"SRID=4326;LINESTRING(8.30775689679575 52.3456356447783,8.10495957410199 52.2642613740358)",220000.0,1778832.0,0.08,,3.0,0.32,2.0,Bohmte West,Amprion,11.5,50.0,21123.0,1.3
352,14,266,Al/St 240/40 2-bundle 220.0,990.733061929,51.446,2.0,"SRID=4326;LINESTRING(11.8132328973194 48.2212664654998,12.1301906295374 47.9131654820025)",220000.0,1820695.0,0.04,250;251,6.0,0.16,2.0,,,23.0,,51446.0,2.6
353,116,267_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,3.267,1.0,"SRID=4326;LINESTRING(6.77252309438106 51.1471054906194,6.8018236570969 51.1247880606241)",220000.0,1897790.0,0.08,,3.0,0.32,2.0,Norf Ost,Amprion,11.5,50.0,3267.0,1.3
354,116,267_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,2.955,1.0,"SRID=4326;LINESTRING(6.77252309438106 51.1471054906194,6.8018236570969 51.1247880606241)",220000.0,1897791.0,0.08,,3.0,0.32,2.0,Norf West,Amprion,11.5,50.0,2955.0,1.3
355,151,116,Al/St 240/40 2-bundle 220.0,495.366530965,10.958,1.0,"SRID=4326;LINESTRING(6.70967369516713 51.0909407427733,6.77252309438106 51.1471054906194)",220000.0,1897792.0,0.08,,3.0,0.32,2.0,Zons Nord,Amprion,11.5,50.0,10958.0,1.3
356,111,114,Al/St 240/40 4-bundle 380.0,1711.26619788,50.867,1.0,"SRID=4326;LINESTRING(8.62480052815036 51.4278883849265,8.21170597594605 51.1779854801194)",380000.0,1906209.0,0.025,,3.0,0.25,4.0,Sauerland Süd,Amprion,13.7,50.0,50867.0,2.6
357,77,111,Al/St 240/40 4-bundle 380.0,1711.26619788,33.318,1.0,"SRID=4326;LINESTRING(8.99279240395088 51.343009397907,8.62480052815036 51.4278883849265)",380000.0,2050530.0,0.025,,3.0,0.25,4.0,Twistetal Ost 3,Amprion,13.7,50.0,33318.0,2.6
358,77,111,Al/St 240/40 4-bundle 380.0,1711.26619788,33.322,1.0,"SRID=4326;LINESTRING(8.99279240395088 51.343009397907,8.62480052815036 51.4278883849265)",380000.0,2050531.0,0.025,,3.0,0.25,4.0,Twistetal West 4,Amprion,13.7,50.0,33322.0,2.6
359,268,120_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,15.774,1.0,"SRID=4326;LINESTRING(7.98506745761923 50.8422254447013,7.86394571365263 50.7682419129404)",220000.0,2137096.0,0.08,,3.0,0.32,2.0,Siegerland West,Amprion,11.5,50.0,15774.0,1.3
360,269,120,Al/St 240/40 4-bundle 380.0,1711.26619788,75.879,1.0,"SRID=4326;LINESTRING(8.284861778672 50.7590735194915,7.86394571365263 50.7682419129404)",380000.0,2137098.0,0.025,,3.0,0.25,4.0,Westerwald Ost 2,Amprion;TenneT,13.7,50.0,75879.0,2.6
361,270,271,Al/St 240/40 2-bundle 220.0,495.366530965,1.562,1.0,"SRID=4326;LINESTRING(7.22423842685352 53.3499271468647,7.20605284001418 53.3413192541639)",220000.0,2140374.0,0.08,2021,3.0,0.32,2.0,,TenneT,11.5,50.0,1562.0,1.3
362,35,36,Al/St 240/40 2-bundle 220.0,495.366530965,2.641,1.0,"SRID=4326;LINESTRING(8.08565059715704 53.605834192587,8.06005695814032 53.6202025750861)",220000.0,2141066.0,0.08,,3.0,0.32,2.0,,TenneT,11.5,50.0,2641.0,1.3
363,272_220kV,273,Al/St 240/40 2-bundle 220.0,247.683265482,39.544,0.5,"SRID=4326;LINESTRING(9.31819523638713 54.7160494089748,9.27063390877085 55.0370264816237)",220000.0,2143451.0,0.16,,3.0,0.64,1.0,Kassø (DK) - Flensburg (DE) 220 kV,Energinet.dk;TenneT,5.75,50.0,39544.0,0.65
364,272_220kV,274,Al/St 240/40 2-bundle 220.0,247.683265482,35.433,0.5,"SRID=4326;LINESTRING(9.31819523638713 54.7160494089748,9.43342930362242 55.0187229179606)",220000.0,2143452.0,0.16,,3.0,0.64,1.0,Flensburg (DE) - Ensted (DK),Energinet.dk;TenneT,5.75,50.0,35433.0,0.65
365,128_220kV,275,Al/St 240/40 2-bundle 220.0,495.366530965,5.234,1.0,"SRID=4326;LINESTRING(7.44948529010545 50.4025276621126,7.43348911422107 50.4365195361077)",220000.0,2147236.0,0.08,,3.0,0.32,2.0,Bandstahlwerk Tr201,Amprion,11.5,50.0,5234.0,1.3
366,128,276,Al/St 240/40 4-bundle 380.0,1711.26619788,16.953,1.0,"SRID=4326;LINESTRING(7.44948529010545 50.4025276621126,7.59330184856855 50.3859437917469)",380000.0,2147303.0,0.025,,3.0,0.25,4.0,Metternich,Amprion,13.7,50.0,16953.0,2.6
367,34,277,Al/St 240/40 2-bundle 220.0,247.683265482,0.627,0.5,"SRID=4326;LINESTRING(8.12264230304551 53.5605160490331,8.12215702005755 53.5658323292485)",220000.0,2155389.0,0.16,,3.0,0.64,1.0,,TenneT,5.75,50.0,627.0,0.65
368,34,35,Al/St 240/40 2-bundle 220.0,495.366530965,5.844,1.0,"SRID=4326;LINESTRING(8.12264230304551 53.5605160490331,8.08565059715704 53.605834192587)",220000.0,2155415.0,0.08,,3.0,0.32,2.0,,TenneT,11.5,50.0,5844.0,1.3
369,37,39,Al/St 240/40 4-bundle 380.0,1283.44964841,37.592,0.75,"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,11.7273534150745 52.5689469938591)",380000.0,2188188.0,0.033333,490,3.0,0.333333,3.0,490,50Hertz,10.275,50.0,37592.0,1.95
370,20,22,Al/St 240/40 4-bundle 380.0,1711.26619788,57.421,1.0,"SRID=4326;LINESTRING(9.98460982000897 53.7411287759659,9.20210420095253 53.8951574100045)",380000.0,2189200.0,0.025,H,3.0,0.25,4.0,Brunsbüttel - Hamburg/Nord,,13.7,50.0,57421.0,2.6
371,20,21,Al/St 240/40 4-bundle 380.0,855.633098939,31.281,0.5,"SRID=4326;LINESTRING(9.98460982000897 53.7411287759659,10.1575015165126 53.5551316685834)",380000.0,2189657.0,0.05,B,3.0,0.5,2.0,Hamburg/Ost - Hamburg/Nord,50Hertz,6.85,50.0,31281.0,1.3
372,37_220kV,278,Al/St 240/40 2-bundle 220.0,495.366530965,20.287,1.0,"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,11.5615074728142 52.1238924527264)",220000.0,2237835.0,0.08,329,3.0,0.32,2.0,329,50Hertz Transmission,11.5,50.0,20287.0,1.3
373,37_220kV,278,Al/St 240/40 2-bundle 220.0,495.366530965,20.29,1.0,"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,11.5615074728142 52.1238924527264)",220000.0,2237836.0,0.08,330,3.0,0.32,2.0,330,50Hertz Transmission,11.5,50.0,20290.0,1.3
374,37_220kV,42_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,194.536,1.0,"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,12.1869848227216 53.8157751724384)",220000.0,2237880.0,0.08,332,3.0,0.32,2.0,332,50Hertz Transmission,11.5,50.0,194536.0,1.3
375,37_220kV,42_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,194.59,1.0,"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,12.1869848227216 53.8157751724384)",220000.0,2237881.0,0.08,331,3.0,0.32,2.0,331,50Hertz Transmission,11.5,50.0,194590.0,1.3
376,177,218,Al/St 240/40 2-bundle 220.0,495.366530965,65.497,1.0,"SRID=4326;LINESTRING(13.0786421047586 54.2848461697305,12.2135605440795 54.1119998545154)",220000.0,2238161.0,0.08,318,3.0,0.32,2.0,318,50Hertz Transmission,11.5,50.0,65497.0,1.3
377,182,180,Al/St 240/40 2-bundle 220.0,495.366530965,26.206,1.0,"SRID=4326;LINESTRING(14.4762521006827 53.1967495480613,14.270834670665 53.0962865535819)",220000.0,2239286.0,0.08,508,3.0,0.32,2.0,220kV Krajnik - Vierraden,PSE-O;50Hertz,11.5,50.0,26206.0,1.3
378,279,280,Al/St 240/40 4-bundle 380.0,1711.26619788,83.08,1.0,"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,13.3823233828996 51.3559961579888)",380000.0,2247028.0,0.025,572,3.0,0.25,4.0,572,50Hertz,13.7,50.0,83080.0,2.6
379,279,280,Al/St 240/40 4-bundle 380.0,1711.26619788,83.072,1.0,"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,13.3823233828996 51.3559961579888)",380000.0,2247029.0,0.025,571,3.0,0.25,4.0,571,50Hertz,13.7,50.0,83072.0,2.6
380,279_220kV,281_220kV,Al/St 240/40 2-bundle 220.0,743.049796447,98.493,1.5,"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,12.0449825161601 50.7812567340735)",220000.0,2247304.0,0.053333,207,3.0,0.213333,3.0,207,50Hertz Transmission,17.25,50.0,98493.0,1.95
381,279_220kV,282_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,51.665,1.0,"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,12.5182220968156 51.1570725850832)",220000.0,2247305.0,,203,3.0,,2.0,203,50Hertz Transmission,,50.0,51665.0,
382,282_220kV,281_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,67.674,1.0,"SRID=4326;LINESTRING(12.5182220968156 51.1570725850832,12.0449825161601 50.7812567340735)",220000.0,2247306.0,0.08,208,3.0,0.32,2.0,208,50Hertz Transmission,11.5,50.0,67674.0,1.3
383,279,78,Al/St 240/40 4-bundle 380.0,855.633098939,103.557,0.5,"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,11.6463786274424 50.534876971042)",380000.0,2247333.0,,474,3.0,,2.0,Remptendorf - Röhrsdorf,50Hertz Transmission,,50.0,103557.0,
384,279,281,Al/St 240/40 4-bundle 380.0,855.633098939,61.777,0.5,"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,12.0449825161601 50.7812567340735)",380000.0,2247334.0,,575,3.0,,2.0,Weida - Röhrsdorf,50Hertz Transmission,,50.0,61777.0,
385,78,281,Al/St 240/40 4-bundle 380.0,855.633098939,45.665,0.5,"SRID=4326;LINESTRING(11.6463786274424 50.534876971042,12.0449825161601 50.7812567340735)",380000.0,2247335.0,,573,3.0,,2.0,Remptendorf - Weida,50Hertz Transmission,,50.0,45665.0,
